data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   837	   837	0		0
   837	   536	14		1239
   837	   980	11		994
   837	   211	17		1493
   837	   790	49		4371
   837	   418	20		1844
   837	   908	29		2652
   837	   604	7		616
   837	    20	37		3356
   837	   108	33		2995
   837	   562	37		3360
   837	   143	47		4268
   837	   508	74		6703
   837	   936	83		7428
   837	   581	69		6193
   837	   635	32		2905
   837	   887	47		4273
   837	   702	57		5090
   837	   922	22		1942
   837	   619	55		4988
   837	   250	85		7619
   837	   177	46		4174
   536	   837	14		1239
   536	   536	0		0
   536	   980	9		823
   536	   211	30		2678
   536	   790	35		3162
   536	   418	22		2015
   536	   908	36		3280
   536	   604	8		699
   536	    20	40		3558
   536	   108	24		2139
   536	   562	50		4528
   536	   143	40		3592
   536	   508	85		7657
   536	   936	86		7744
   536	   581	64		5799
   536	   635	43		3905
   536	   887	44		3943
   536	   702	64		5763
   536	   922	19		1688
   536	   619	46		4129
   536	   250	83		7482
   536	   177	58		5219
   980	   837	11		994
   980	   536	9		823
   980	   980	0		0
   980	   211	27		2456
   980	   790	43		3843
   980	   418	28		2498
   980	   908	39		3553
   980	   604	10		892
   980	    20	45		4072
   980	   108	22		2006
   980	   562	43		3896
   980	   143	37		3288
   980	   508	76		6871
   980	   936	77		6965
   980	   581	59		5305
   980	   635	43		3898
   980	   887	52		4673
   980	   702	55		4940
   980	   922	26		2340
   980	   619	55		4951
   980	   250	76		6858
   980	   177	50		4483
   211	   837	17		1493
   211	   536	30		2678
   211	   980	27		2456
   211	   211	0		0
   211	   790	63		5674
   211	   418	24		2119
   211	   908	22		1980
   211	   604	22		1984
   211	    20	35		3121
   211	   108	50		4459
   211	   562	28		2553
   211	   143	63		5642
   211	   508	69		6246
   211	   936	88		7893
   211	   581	82		7357
   211	   635	18		1585
   211	   887	50		4543
   211	   702	58		5199
   211	   922	29		2605
   211	   619	65		5807
   211	   250	95		8544
   211	   177	41		3657
   790	   837	49		4371
   790	   536	35		3162
   790	   980	43		3843
   790	   211	63		5674
   790	   790	0		0
   790	   418	45		4064
   790	   908	60		5445
   790	   604	42		3766
   790	    20	55		4940
   790	   108	36		3234
   790	   562	85		7690
   790	   143	48		4347
   790	   508	118		10659
   790	   936	110		9875
   790	   581	75		6708
   790	   635	73		6527
   790	   887	45		4031
   790	   702	95		8507
   790	   922	38		3410
   790	   619	28		2489
   790	   250	97		8767
   790	   177	93		8325
   418	   837	20		1844
   418	   536	22		2015
   418	   980	28		2498
   418	   211	24		2119
   418	   790	45		4064
   418	   418	0		0
   418	   908	16		1417
   418	   604	18		1607
   418	    20	17		1574
   418	   108	46		4147
   418	   562	52		4646
   418	   143	62		5607
   418	   508	92		8267
   418	   936	103		9271
   418	   581	86		7774
   418	   635	28		2487
   418	   887	28		2506
   418	   702	76		6881
   418	   922	7		654
   418	   619	41		3720
   418	   250	104		9354
   418	   177	63		5677
   908	   837	29		2652
   908	   536	36		3280
   908	   980	39		3553
   908	   211	22		1980
   908	   790	60		5445
   908	   418	16		1417
   908	   908	0		0
   908	   604	30		2709
   908	    20	14		1271
   908	   108	60		5407
   908	   562	49		4400
   908	   143	76		6812
   908	   508	90		8134
   908	   936	109		9821
   908	   581	98		8840
   908	   635	15		1351
   908	   887	33		2957
   908	   702	80		7176
   908	   922	23		2052
   908	   619	53		4726
   908	   250	114		10250
   908	   177	62		5573
   604	   837	7		616
   604	   536	8		699
   604	   980	10		892
   604	   211	22		1984
   604	   790	42		3766
   604	   418	18		1607
   604	   908	30		2709
   604	   604	0		0
   604	    20	35		3180
   604	   108	30		2717
   604	   562	44		3975
   604	   143	46		4104
   604	   508	81		7277
   604	   936	86		7763
   604	   581	69		6189
   604	   635	36		3225
   604	   887	43		3867
   604	   702	62		5563
   604	   922	17		1510
   604	   619	49		4414
   604	   250	86		7748
   604	   177	53		4768
    20	   837	37		3356
    20	   536	40		3558
    20	   980	45		4072
    20	   211	35		3121
