data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   743	   743	0		0
   743	   301	30		2665
   743	   233	36		3275
   743	   408	22		1960
   743	   232	52		4703
   743	   145	15		1308
   743	    10	46		4120
   743	     5	55		4922
   743	   989	68		6138
   743	   846	65		5877
   743	   300	34		3061
   743	   403	62		5584
   743	   934	64		5790
   743	    52	72		6445
   743	   759	70		6308
   743	   151	88		7905
   743	   218	79		7109
   301	   743	30		2665
   301	   301	0		0
   301	   233	64		5720
   301	   408	50		4502
   301	   232	23		2111
   301	   145	16		1439
   301	    10	62		5624
   301	     5	84		7529
   301	   989	86		7721
   301	   846	36		3283
   301	   300	60		5434
   301	   403	91		8224
   301	   934	94		8455
   301	    52	100		8955
   301	   759	96		8681
   301	   151	60		5433
   301	   218	49		4446
   233	   743	36		3275
   233	   301	64		5720
   233	   233	0		0
   233	   408	15		1332
   233	   232	87		7829
   233	   145	48		4285
   233	    10	64		5747
   233	     5	40		3562
   233	   989	80		7181
   233	   846	96		8614
   233	   300	40		3563
   233	   403	31		2820
   233	   934	38		3458
   233	    52	36		3238
   233	   759	63		5673
   233	   218	112		10084
   408	   743	22		1960
   408	   301	50		4502
   408	   233	15		1332
   408	   408	0		0
   408	   232	73		6596
   408	   145	34		3064
   408	    10	53		4763
   408	     5	41		3693
   408	   989	72		6436
   408	   846	84		7543
   408	   300	31		2806
   408	   403	42		3755
   408	   934	46		4138
   408	    52	50		4491
   408	   759	62		5556
   408	   151	109		9846
   408	   218	99		8923
   232	   743	52		4703
   232	   301	23		2111
   232	   233	87		7829
   232	   408	73		6596
   232	   232	0		0
   232	   145	39		3544
   232	    10	76		6829
   232	     5	105		9420
   232	   989	98		8816
   232	   846	23		2072
   232	   300	80		7183
   232	   403	114		10288
   232	   934	116		10461
   232	   759	115		10327
   232	   151	37		3345
   232	   218	28		2512
   145	   743	15		1308
   145	   301	16		1439
   145	   233	48		4285
   145	   408	34		3064
   145	   232	39		3544
   145	   145	0		0
   145	    10	55		4985
   145	     5	69		6230
   145	   989	79		7076
   145	   846	51		4576
   145	   300	48		4301
   145	   403	76		6797
   145	   934	78		7063
   145	    52	84		7519
   145	   759	84		7566
   145	   151	76		6842
   145	   218	65		5866
    10	   743	46		4120
    10	   301	62		5624
    10	   233	64		5747
    10	   408	53		4763
    10	   232	76		6829
    10	   145	55		4985
    10	    10	0		0
    10	     5	47		4239
    10	   989	23		2106
    10	   846	97		8698
    10	   300	25		2281
    10	   403	70		6311
    10	   934	65		5830
    10	    52	87		7839
    10	   759	44		3956
    10	   151	101		9046
    10	   218	103		9273
     5	   743	55		4922
     5	   301	84		7529
     5	   233	40		3562
     5	   408	41		3693
     5	   232	105		9420
     5	   145	69		6230
     5	    10	47		4239
     5	     5	0		0
     5	   989	52		4650
     5	   846	120		10789
     5	   300	26		2378
     5	   403	26		2322
     5	   934	18		1618
     5	    52	44		3981
     5	   759	24		2178
   989	   743	68		6138
   989	   301	86		7721
   989	   233	80		7181
   989	   408	72		6436
   989	   232	98		8816
   989	   145	79		7076
   989	    10	23		2106
   989	     5	52		4650
   989	   989	0		0
   989	   846	119		10743
   989	   300	41		3650
   989	   403	77		6962
   989	   934	69		6229
   989	    52	96		8609
   989	   759	37		3314
   989	   151	119		10737
   846	   743	65		5877
   846	   301	36		3283
   846	   233	96		8614
   846	   408	84		7543
   846	   232	23		2072
   846	   145	51		4576
   846	    10	97		8698
   846	     5	120		10789
   846	   989	119		10743
   846	   846	0		0
   846	   300	97		8716
   846	   151	43		3852
   846	   218	20		1788
   300	   743	34		3061
   300	   301	60		5434
   300	   233	40		3563
   300	   408	31		2806
   300	   232	80		7183
   300	   145	48		4301
   300	    10	25		2281
   300	     5	26		2378
   300	   989	41		3650
   300	   846	97		8716
   300	   300	0		0
   300	   403	46		4126
   300	   934	42		3804
   300	    52	62		5590
   300	   759	36		3266
   300	   151	111		9986
   300	   218	108		9692
   403	   743	62		5584
   403	   301	91		8224
   403	   233	31		2820
   403	   408	42		3755
   403	   232	114		10288
   403	   145	76		6797
   403	    10	70		6311
   403	     5	26		2322
   403	   989	77		6962
   403	   300	46		4126
   403	   403	0		0
   403	   934	11		994
   403	    52	18		1661
   403	   759	48		4301
   934	   743	64		5790
   934	   301	94		8455
   934	   233	38		3458
   934	   408	46		4138
   934	   232	116		10461
   934	   145	78		7063
   934	    10	65		5830
   934	     5	18		1618
   934	   989	69		6229
   934	   300	42		3804
   934	   403	11		994
   934	   934	0		0
   934	    52	28		2564
   934	   759	38		3375
    52	   743	72		6445
    52	   301	100		8955
    52	   233	36		3238
    52	   408	50		4491
    52	   145	84		7519
    52	    10	87		7839
    52	     5	44		3981
    52	   989	96		8609
    52	   300	62		5590
    52	   403	18		1661
    52	   934	28		2564
    52	    52	0		0
    52	   759	66		5935
   759	   743	70		6308
   759	   301	96		8681
   759	   233	63		5673
   759	   408	62		5556
   759	   232	115		10327
   759	   145	84		7566
   759	    10	44		3956
   759	     5	24		2178
   759	   989	37		3314
   759	   300	36		3266
   759	   403	48		4301
   759	   934	38		3375
   759	    52	66		5935
   759	   759	0		0
   151	   743	88		7905
   151	   301	60		5433
   151	   408	109		9846
   151	   232	37		3345
   151	   145	76		6842
   151	    10	101		9046
   151	   989	119		10737
   151	   846	43		3852
   151	   300	111		9986
   151	   151	0		0
   151	   218	25		2268
   218	   743	79		7109
   218	   301	49		4446
   218	   233	112		10084
   218	   408	99		8923
   218	   232	28		2512
   218	   145	65		5866
   218	    10	103		9273
   218	   846	20		1788
   218	   300	108		9692
   218	   151	25		2268
   218	   218	0		0
;

end;

