data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   564	   564	0		0
   564	   678	60		5357
   564	   244	11		1029
   564	   977	114		10248
   564	   208	111		9982
   564	   139	34		3056
   564	   425	23		2074
   564	   494	34		3101
   564	   615	81		7283
   564	   563	89		7990
   564	    71	98		8785
   564	   859	31		2750
   564	   748	43		3844
   564	   625	84		7542
   564	   889	53		4806
   564	     9	109		9843
   564	   317	116		10473
   564	   436	24		2149
   564	   791	85		7670
   564	   630	110		9892
   564	   483	94		8417
   564	    72	35		3192
   678	   564	60		5357
   678	   678	0		0
   678	   244	55		4942
   678	   977	68		6135
   678	   208	54		4830
   678	   535	87		7864
   678	   139	82		7366
   678	   425	47		4189
   678	   494	73		6596
   678	   563	49		4429
   678	    69	112		10054
   678	    71	74		6686
   678	   859	56		5046
   678	   746	87		7786
   678	   748	30		2672
   678	   625	26		2379
   678	   889	92		8306
   678	     9	58		5236
   678	   317	100		9010
   678	   436	38		3381
   678	   791	81		7300
   678	   630	110		9934
   678	   483	43		3885
   678	    72	39		3473
   244	   564	11		1029
   244	   678	55		4942
   244	   244	0		0
   244	   977	104		9392
   244	   208	104		9356
   244	   535	112		10104
   244	   139	45		4085
   244	   425	12		1113
   244	   494	26		2375
   244	   615	86		7701
   244	   563	79		7112
   244	    71	86		7780
   244	   859	19		1734
   244	   748	34		3033
   244	   625	77		6964
   244	   889	47		4194
   244	     9	101		9075
   244	   317	105		9444
   244	   436	17		1563
   244	   791	74		6644
   244	   630	99		8895
   244	   483	85		7664
   244	    72	39		3511
   305	   305	0		0
   305	   832	61		5459
   977	   564	114		10248
   977	   678	68		6135
   977	   244	104		9392
   977	   977	0		0
   977	   208	35		3181
   977	   535	27		2404
   977	   425	92		8287
   977	   494	107		9640
   977	   563	26		2296
   977	    69	52		4721
   977	    71	41		3682
   977	   859	92		8314
   977	   746	18		1657
   977	   748	71		6405
   977	   625	46		4130
   977	   691	55		4983
   977	   889	118		10582
   977	     9	15		1377
   977	   317	60		5439
   977	   436	91		8147
   977	   791	68		6114
   977	   630	87		7846
   977	   483	25		2281
   977	    72	105		9483
   977	   626	83		7465
   208	   564	111		9982
   208	   678	54		4830
   208	   244	104		9356
   208	   977	35		3181
   208	   208	0		0
   208	   535	62		5585
   208	   425	93		8369
   208	   494	115		10352
   208	   563	42		3773
   208	    69	88		7889
   208	    71	70		6297
   208	   859	98		8819
   208	   746	48		4317
   208	   748	71		6411
   208	   625	27		2468
   208	   691	87		7845
   208	     9	20		1822
   208	   317	93		8403
   208	   436	87		7854
   208	   791	93		8335
   208	   630	117		10509
   208	   483	24		2195
   208	    72	92		8260
   208	   626	118		10635
   535	   678	87		7864
   535	   244	112		10104
   535	   977	27		2404
   535	   208	62		5585
   535	   535	0		0
   535	   425	100		9000
   535	   494	109		9774
   535	   563	38		3450
   535	    69	26		2350
   535	    71	30		2692
   535	   859	97		8715
   535	   746	23		2041
   535	   748	82		7372
   535	   625	69		6225
   535	   691	36		3245
   535	   889	115		10312
   535	     9	42		3774
   535	   317	38		3460
   535	   436	101		9127
   535	   791	57		5149
   535	   630	69		6165
   535	   483	48		4349
   535	   626	56		5078
   139	   564	34		3056
   139	   678	82		7366
   139	   244	45		4085
   139	   139	0		0
   139	   425	57		5091
   139	   494	65		5810
   139	   615	76		6810
   139	   563	120		10771
   139	   859	64		5791
   139	   748	74		6633
   139	   625	108		9733
   139	   889	80		7185
   139	   436	54		4867
   139	   791	119		10717
   139	    72	45		4075
   425	   564	23		2074
   425	   678	47		4189
   425	   244	12		1113
   425	   977	92		8287
   425	   208	93		8369
   425	   535	100		9000
   425	   139	57		5091
   425	   425	0		0
   425	   494	28		2486
   425	   615	96		8652
   425	   563	67		6003
