data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   505	   149	97		8758
   505	   611	18		1608
   505	    18	19		1746
   505	   407	48		4339
   505	   616	15		1314
   505	   504	29		2637
   753	    91	29		2617
   753	    49	38		3463
   753	    92	16		1409
   753	   638	22		1944
   753	   444	68		6107
   753	   106	36		3256
   753	   543	27		2463
   753	   186	15		1319
   753	   257	55		4981
   753	   858	14		1230
   753	   245	10		892
   753	   927	52		4660
   753	   710	111		9982
   753	   505	29		2578
   753	   753	0		0
   753	   434	53		4776
   753	   235	35		3180
   753	   224	61		5477
   753	   755	64		5778
   753	   149	79		7113
   753	   611	12		1110
   753	    18	25		2216
   753	   407	57		5166
   753	   616	34		3094
   753	   504	45		4067
   434	    91	78		6989
   434	    49	90		8136
   434	    92	68		6100
   434	   638	32		2844
   434	   106	77		6940
   434	   543	78		6990
   434	   186	62		5607
   434	   257	107		9594
   434	   858	66		5930
   434	   245	62		5582
   434	   927	104		9350
   434	   505	53		4805
   434	   753	53		4776
   434	   434	0		0
   434	   235	87		7824
   434	   224	111		9963
   434	   755	116		10472
   434	   611	47		4197
   434	    18	35		3161
   434	   407	18		1604
   434	   616	41		3676
   434	   504	31		2795
   235	    91	12		1089
   235	    49	4		330
   235	    92	20		1772
   235	   638	56		4997
   235	   444	37		3303
   235	   106	47		4263
   235	   543	29		2604
   235	   186	35		3182
   235	   257	20		1801
   235	   858	27		2447
   235	   245	30		2677
   235	   927	32		2844
   235	   710	76		6853
   235	   505	57		5144
   235	   753	35		3180
   235	   434	87		7824
   235	   235	0		0
   235	   224	46		4137
   235	    78	107		9605
   235	   755	29		2650
   235	   149	44		3949
   235	   611	46		4167
   235	    18	60		5368
   235	   407	93		8343
   235	   616	67		6074
   235	   504	80		7190
   224	    91	56		5077
   224	    49	44		3940
   224	    92	52		4698
   224	   638	81		7313
   224	   444	33		2936
   224	   106	37		3336
   224	   543	34		3027
   224	   186	49		4377
   224	   257	48		4307
   224	   858	47		4252
   224	   245	51		4586
   224	   927	15		1328
   224	   710	75		6792
   224	   505	61		5529
   224	   753	61		5477
   224	   434	111		9963
   224	   235	46		4137
   224	   224	0		0
   224	    78	105		9424
   224	   755	45		4017
   224	   149	56		4996
   224	   611	64		5773
   224	    18	76		6845
   224	   407	109		9819
   224	   616	76		6840
   224	   504	91		8166
    78	    91	116		10449
    78	    49	103		9303
    78	   444	77		6954
    78	   257	87		7825
    78	   927	100		9030
    78	   710	31		2795
    78	   235	107		9605
    78	   224	105		9424
    78	    78	0		0
    78	   755	78		6978
    78	   149	63		5657
   755	    91	40		3598
   755	    49	26		2336
   755	    92	49		4389
   755	   638	85		7640
   755	   444	15		1386
   755	   106	66		5906
   755	   543	49		4443
   755	   186	61		5496
   755	   257	11		1011
   755	   858	54		4851
   755	   245	57		5147
   755	   927	32		2894
   755	   710	47		4209
   755	   505	82		7390
   755	   753	64		5778
   755	   434	116		10472
   755	   235	29		2650
   755	   224	45		4017
   755	    78	78		6978
   755	   755	0		0
   755	   149	15		1370
   755	   611	74		6683
   755	    18	88		7908
   755	   616	94		8478
   755	   504	108		9678
   149	    91	53		4810
   149	    49	41		3652
   149	    92	63		5713
   149	   638	99		8945
   149	   444	23		2066
   149	   106	80		7221
   149	   543	64		5799
   149	   186	76		6865
   149	   257	24		2171
   149	   858	69		6216
   149	   245	72		6507
   149	   927	45		4053
   149	   710	33		2936
   149	   505	97		8758
   149	   753	79		7113
   149	   235	44		3949
   149	   224	56		4996
   149	    78	63		5657
   149	   755	15		1370
   149	   149	0		0
   149	   611	89		8041
   149	    18	103		9263
   149	   616	109		9848
   611	    91	41		3708
   611	    49	49		4424
   611	    92	27		2434
   611	   638	18		1645
   611	   444	76		6855
   611	   106	33		2975
   611	   543	31		2796
   611	   186	16		1411
   611	   257	66		5953
   611	   858	21		1854
   611	   245	17		1538
   611	   927	58		5176
   611	   505	18		1608
   611	   753	12		1110
   611	   434	47		4197
   611	   235	46		4167
   611	   224	64		5773
   611	   755	74		6683
   611	   149	89		8041
   611	   611	0		0
   611	    18	14		1228
   611	   407	48		4300
   611	   616	22		1986
   611	   504	34		3023
    18	    91	54		4826
    18	    49	63		5634
    18	    92	40		3611
    18	   638	15		1384
    18	   444	90		8075
    18	   106	42		3782
    18	   543	44		3949
    18	   186	29		2579
    18	   257	80		7162
    18	   858	34		3081
    18	   245	31		2766
    18	   927	71		6347
    18	   505	19		1746
    18	   753	25		2216
    18	   434	35		3161
    18	   235	60		5368
    18	   224	76		6845
    18	   755	88		7908
    18	   149	103		9263
    18	   611	14		1228
    18	    18	0		0
    18	   407	34		3081
    18	   616	13		1176
    18	   504	21		1855
   407	    91	85		7658
   407	    49	96		8629
   407	    92	73		6571
   407	   638	38		3462
   407	   106	73		6581
   407	   543	78		7012
   407	   186	63		5656
   407	   257	113		10144
   407	   858	68		6152
   407	   245	65		5826
   407	   927	105		9410
   407	   505	48		4339
   407	   753	57		5166
   407	   434	18		1604
   407	   235	93		8343
   407	   224	109		9819
   407	   611	48		4300
   407	    18	34		3081
   407	   407	0		0
   407	   616	34		3040
   407	   504	20		1789
   616	    91	63		5688
   616	    49	70		6304
   616	    92	49		4391
   616	   638	28		2552
   616	   444	94		8465
   616	   106	39		3554
   616	   543	47		4209
   616	   186	33		2984
   616	   257	87		7826
   616	   858	41		3650
   616	   245	38		3397
   616	   927	73		6565
   616	   505	15		1314
   616	   753	34		3094
   616	   434	41		3676
   616	   235	67		6074
   616	   224	76		6840
   616	   755	94		8478
   616	   149	109		9848
   616	   611	22		1986
   616	    18	13		1176
   616	   407	34		3040
   616	   616	0		0
   616	   504	15		1326
   504	    91	74		6680
   504	    49	83		7444
   504	    92	61		5448
   504	   638	32		2887
   504	   444	108		9737
   504	   106	54		4871
   504	   543	61		5500
   504	   186	47		4218
   504	   257	100		8973
   504	   858	54		4827
   504	   245	50		4539
   504	   927	87		7873
   504	   505	29		2637
   504	   753	45		4067
   504	   434	31		2795
   504	   235	80		7190
   504	   224	91		8166
   504	   755	108		9678
   504	   611	34		3023
   504	    18	21		1855
   504	   407	20		1789
   504	   616	15		1326
   504	   504	0		0
;

end;

