data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   179	   179	0		0
   179	   182	50		4489
   179	   992	41		3712
   179	   410	23		2094
   179	   249	53		4790
   179	   729	58		5215
   179	   500	12		1080
   179	   931	94		8443
   179	    77	40		3620
   179	   172	58		5237
   179	   226	86		7731
   179	   592	29		2569
   179	   892	33		3003
   179	   275	52		4703
   179	   850	23		2110
   179	   291	80		7157
   179	   495	52		4700
   179	   216	86		7727
   179	   312	108		9726
   179	   265	104		9375
   179	   435	48		4339
   182	   179	50		4489
   182	   182	0		0
   182	   992	87		7819
   182	   410	73		6575
   182	   249	51		4564
   182	   729	94		8429
   182	   500	39		3489
   182	    77	87		7847
   182	   172	50		4542
   182	   226	114		10279
   182	   592	43		3864
   182	   892	72		6469
   182	   275	102		9190
   182	   850	54		4817
   182	   291	33		2974
   182	   495	64		5753
   182	   435	28		2491
   992	   179	41		3712
   992	   182	87		7819
   992	   992	0		0
   992	   410	24		2142
   992	   249	65		5846
   992	   729	26		2385
   992	   500	53		4760
   992	   931	53		4751
   992	    77	44		3924
   992	   172	98		8821
   992	   226	56		5037
   992	   601	85		7662
   992	   592	48		4347
   992	   892	19		1695
   992	   275	29		2575
   992	   850	59		5311
   992	   291	119		10690
   992	   256	93		8376
   992	   495	53		4729
   992	   216	47		4266
   992	   312	77		6894
   992	   265	66		5957
   992	   435	89		8049
   410	   179	23		2094
   410	   182	73		6575
   410	   992	24		2142
   410	   410	0		0
   410	   249	67		5985
   410	   729	48		4310
   410	   500	35		3155
   410	   931	73		6601
   410	    77	25		2271
   410	   172	76		6799
   410	   226	78		7000
   410	   601	107		9660
   410	   592	44		3934
   410	   892	28		2517
   410	   275	29		2618
   410	   850	36		3230
   410	   291	103		9238
   410	   256	117		10511
   410	   495	59		5353
   410	   216	71		6407
   410	   312	99		8927
   410	   265	90		8099
   410	   435	70		6282
   249	   179	53		4790
   249	   182	51		4564
   249	   992	65		5846
   249	   410	67		5985
   249	   249	0		0
   249	   729	57		5136
   249	   500	52		4692
   249	   931	108		9728
   249	    77	90		8141
   249	   172	93		8405
   249	   226	69		6173
   249	   592	25		2222
   249	   892	46		4153
   249	   275	91		8177
   249	   850	74		6624
   249	   291	81		7289
   249	   495	17		1542
   249	   216	85		7608
   249	   312	87		7867
   249	   265	97		8774
   249	   435	73		6549
   729	   179	58		5215
   729	   182	94		8429
   729	   992	26		2385
   729	   410	48		4310
   729	   249	57		5136
   729	   729	0		0
   729	   500	68		6081
   729	   931	51		4607
   729	    77	70		6296
   729	   172	116		10444
   729	   226	30		2692
   729	   601	75		6772
   729	   592	51		4572
   729	   892	25		2218
   729	   275	53		4779
   729	   850	80		7170
   729	   256	75		6746
   729	   495	41		3659
   729	   216	30		2696
