data;

# ORIGEM	DESTINO	DIST(km)	DUR(h)
# Duracao maxima de 10800 h
param:	K:	dist	dur:= 
   729	   312	51		4627
   729	   265	47		4229
   729	   435	103		9295
   500	   179	12		1080
   500	   182	39		3489
   500	   992	53		4760
   500	   410	35		3155
   500	   249	52		4692
   500	   729	68		6081
   500	   500	0		0
   500	   931	106		9504
   500	    77	49		4406
   500	   172	49		4403
   500	   226	94		8482
   500	   592	29		2583
   500	   892	43		3869
   500	   275	64		5743
   500	   850	22		1946
   500	   291	68		6084
   500	   495	55		4948
   500	   216	96		8669
   500	   312	116		10475
   500	   265	114		10289
   500	   435	37		3297
   931	   179	94		8443
   931	   992	53		4751
   931	   410	73		6601
   931	   249	108		9728
   931	   729	51		4607
   931	   500	106		9504
   931	   931	0		0
   931	    77	82		7357
   931	   226	58		5218
   931	   601	35		3189
   931	   592	98		8822
   931	   892	67		6071
   931	   275	54		4871
   931	   850	109		9812
   931	   256	55		4973
   931	   495	92		8266
   931	   216	32		2872
   931	   312	65		5884
   931	   265	40		3582
    77	   179	40		3620
    77	   182	87		7847
    77	   992	44		3924
    77	   410	25		2271
    77	   249	90		8141
    77	   729	70		6296
    77	   500	49		4406
    77	   931	82		7357
    77	    77	0		0
    77	   172	74		6649
    77	   226	100		8962
    77	   601	117		10544
    77	   592	67		5988
    77	   892	53		4758
    77	   275	28		2498
    77	   850	37		3326
    77	   291	112		10119
    77	   495	85		7612
    77	   216	88		7953
    77	   312	120		10799
    77	   265	107		9613
    77	   435	76		6828
   172	   179	58		5237
   172	   182	50		4542
   172	   992	98		8821
   172	   410	76		6799
   172	   249	93		8405
   172	   729	116		10444
   172	   500	49		4403
   172	    77	74		6649
   172	   172	0		0
   172	   592	75		6712
   172	   892	91		8226
   172	   275	99		8907
   172	   850	40		3589
   172	   291	53		4762
   172	   495	101		9099
   172	   435	23		2051
   226	   179	86		7731
   226	   182	114		10279
   226	   992	56		5037
   226	   410	78		7000
   226	   249	69		6173
   226	   729	30		2692
   226	   500	94		8482
   226	   931	58		5218
   226	    77	100		8962
   226	   226	0		0
   226	   601	67		6042
   226	   592	72		6500
   226	   892	53		4757
   226	   275	80		7231
   226	   850	108		9764
   226	   256	55		4978
   226	   495	52		4671
   226	   216	26		2350
   226	   312	22		1996
   226	   265	31		2752
   601	   992	85		7662
   601	   410	107		9660
   601	   729	75		6772
   601	   931	35		3189
   601	    77	117		10544
   601	   226	67		6042
   601	   601	0		0
   601	   892	97		8696
   601	   275	90		8060
   601	   256	30		2729
   601	   495	114		10230
   601	   216	46		4160
   601	   312	62		5594
   601	   265	37		3342
   592	   179	29		2569
   592	   182	43		3864
   592	   992	48		4347
   592	   410	44		3934
   592	   249	25		2222
   592	   729	51		4572
   592	   500	29		2583
   592	   931	98		8822
   592	    77	67		5988
   592	   172	75		6712
   592	   226	72		6500
   592	   592	0		0
   592	   892	31		2764
   592	   275	71		6346
   592	   850	50		4464
   592	   291	76		6838
   592	   495	27		2401
   592	   216	81		7266
   592	   312	94		8432
   592	   265	97		8721
   592	   435	57		5115
   892	   179	33		3003
   892	   182	72		6469
   892	   992	19		1695
   892	   410	28		2517
   892	   249	46		4153
   892	   729	25		2218
   892	   500	43		3869
   892	   931	67		6071
   892	    77	53		4758
   892	   172	91		8226
   892	   226	53		4757
   892	   601	97		8696
   892	   592	31		2764
   892	   892	0		0
   892	   275	46		4109
   892	   850	56		5007
   892	   291	105		9415
   892	   256	99		8934
   892	   495	35		3108
   892	   216	54		4817
   892	   312	75		6746
   892	   265	71		6421
   892	   435	79		7113
   275	   179	52		4703
   275	   182	102		9190
   275	   992	29		2575
   275	   410	29		2618
   275	   249	91		8177
   275	   729	53		4779
   275	   500	64		5743
   275	   931	54		4871
   275	    77	28		2498
   275	   172	99		8907
   275	   226	80		7231
   275	   601	90		8060
   275	   592	71		6346
   275	   892	46		4109
   275	   275	0		0
   275	   850	60		5368
   275	   256	106		9507
   275	   495	80		7217
   275	   216	64		5802
   275	   312	99		8885
   275	   265	82		7390
   275	   435	97		8724
   850	   179	23		2110
   850	   182	54		4817
   850	   992	59		5311
   850	   410	36		3230
   850	   249	74		6624
   850	   729	80		7170
   850	   500	22		1946
   850	   931	109		9812
   850	    77	37		3326
   850	   172	40		3589
   850	   226	108		9764
   850	   592	50		4464
   850	   892	56		5007
   850	   275	60		5368
   850	   850	0		0
   850	   291	76		6823
   850	   495	75		6749
   850	   216	106		9533
   850	   435	39		3502
   291	   179	80		7157
   291	   182	33		2974
   291	   992	119		10690
   291	   410	103		9238
   291	   249	81		7289
   291	   500	68		6084
   291	    77	112		10119
   291	   172	53		4762
   291	   592	76		6838
   291	   892	105		9415
   291	   850	76		6823
   291	   291	0		0
   291	   495	96		8618
   291	   435	38		3386
   256	   992	93		8376
   256	   410	117		10511
   256	   729	75		6746
   256	   931	55		4973
   256	   226	55		4978
   256	   601	30		2729
   256	   892	99		8934
   256	   275	106		9507
   256	   256	0		0
   256	   495	107		9623
   256	   216	46		4148
   256	   312	41		3713
   256	   265	28		2517
   495	   179	52		4700
   495	   182	64		5753
   495	   992	53		4729
   495	   410	59		5353
   495	   249	17		1542
   495	   729	41		3659
   495	   500	55		4948
   495	   931	92		8266
   495	    77	85		7612
   495	   172	101		9099
   495	   226	52		4671
   495	   601	114		10230
   495	   592	27		2401
   495	   892	35		3108
   495	   275	80		7217
   495	   850	75		6749
   495	   291	96		8618
   495	   256	107		9623
   495	   495	0		0
   495	   216	67		6071
   495	   312	72		6441
   495	   265	80		7237
   495	   435	82		7417
   216	   179	86		7727
   216	   992	47		4266
   216	   410	71		6407
   216	   249	85		7608
   216	   729	30		2696
   216	   500	96		8669
   216	   931	32		2872
   216	    77	88		7953
   216	   226	26		2350
   216	   601	46		4160
   216	   592	81		7266
   216	   892	54		4817
   216	   275	64		5802
   216	   850	106		9533
   216	   256	46		4148
   216	   495	67		6071
   216	   216	0		0
   216	   312	36		3264
   216	   265	19		1692
   312	   179	108		9726
   312	   992	77		6894
   312	   410	99		8927
   312	   249	87		7867
   312	   729	51		4627
   312	   500	116		10475
   312	   931	65		5884
   312	    77	120		10799
   312	   226	22		1996
   312	   601	62		5594
   312	   592	94		8432
   312	   892	75		6746
   312	   275	99		8885
   312	   256	41		3713
   312	   495	72		6441
   312	   216	36		3264
   312	   312	0		0
   312	   265	27		2440
   265	   179	104		9375
   265	   992	66		5957
   265	   410	90		8099
   265	   249	97		8774
   265	   729	47		4229
   265	   500	114		10289
   265	   931	40		3582
   265	    77	107		9613
   265	   226	31		2752
   265	   601	37		3342
   265	   592	97		8721
   265	   892	71		6421
   265	   275	82		7390
   265	   256	28		2517
   265	   495	80		7237
   265	   216	19		1692
   265	   312	27		2440
   265	   265	0		0
   435	   179	48		4339
   435	   182	28		2491
   435	   992	89		8049
   435	   410	70		6282
   435	   249	73		6549
   435	   729	103		9295
   435	   500	37		3297
   435	    77	76		6828
   435	   172	23		2051
   435	   592	57		5115
   435	   892	79		7113
   435	   275	97		8724
   435	   850	39		3502
   435	   291	38		3386
   435	   495	82		7417
   435	   435	0		0
;

end;

