codigo,nome,latitude,longitude,codigo_re,population,admin_name,capital
2968668,Guérigny,47.0878,3.1947,4,2511,Bourgogne-Franche-Comté,
3031158,Bouligny,49.2917,5.7425,1,2511,Grand Est,
3038502,Aiguefonde,43.4939,2.3167,9,2511,Occitanie,
3008321,Lamalou-les-Bains,43.5975,3.0797,9,2508,Occitanie,
6452213,Allex,44.7639,4.9167,3,2508,Auvergne-Rhône-Alpes,
2999179,Le Thoronet,43.4519,6.3039,13,2507,Provence-Alpes-Côte d’Azur,
2984871,Pont-sur-Sambre,50.2239,3.8472,11,2505,Hauts-de-France,
6443682,Grisy-Suisnes,48.6844,2.6669,8,2505,Île-de-France,
6435230,Liré,47.3433,-1.1644,12,2505,Pays de la Loire,
2972163,Tourville-la-Rivière,49.3286,1.1053,10,2504,Normandie,
3029068,Camaret-sur-Mer,48.2756,-4.5975,5,2504,Bretagne,
3013424,Hermes,49.3575,2.2461,11,2504,Hauts-de-France,
2973579,Taden,48.4756,-2.0178,5,2504,Bretagne,
2969234,Vieux-Berquin,50.6947,2.6444,11,2503,Hauts-de-France,
6452211,Alixan,44.975,5.0275,3,2503,Auvergne-Rhône-Alpes,
2975256,Seillons-Source-d’Argens,43.4964,5.8836,13,2502,Provence-Alpes-Côte d’Azur,
3019364,Étrembières,46.1775,6.2258,3,2501,Auvergne-Rhône-Alpes,
6616126,Trégastel,48.8169,-3.5136,5,2501,Bretagne,
3016737,Gamaches,49.9867,1.5572,11,2501,Hauts-de-France,
2985833,Pouilly-sous-Charlieu,46.1447,4.1089,3,2501,Auvergne-Rhône-Alpes,
3026013,Chatte,45.1436,5.2831,3,2500,Auvergne-Rhône-Alpes,
2977287,Saint-Quentin-de-Baron,44.8178,-0.2869,2,2499,Nouvelle-Aquitaine,
3012248,Josselin,47.9558,-2.5483,5,2498,Bretagne,
2998187,Lion-sur-Mer,49.3011,-0.3189,10,2498,Normandie,
6427148,Colleville-Montgomery,49.2744,-0.3003,10,2496,Normandie,
6437496,Falck,49.2242,6.6378,1,2495,Grand Est,
2990382,Nieul-le-Dolent,46.575,-1.5089,12,2495,Pays de la Loire,
2982558,Rouillé,46.4206,0.0397,2,2495,Nouvelle-Aquitaine,
3028946,Camphin-en-Pévèle,50.5953,3.26,11,2493,Hauts-de-France,
3014304,Guiclan,48.55,-3.9619,5,2493,Bretagne,
2973492,Talensac,48.1089,-1.9261,5,2492,Bretagne,
6613779,Saint-Valéry-sur-Somme,50.1883,1.6294,11,2491,Hauts-de-France,
2979298,Saint-Jean-de-Muzols,45.0817,4.8139,3,2491,Auvergne-Rhône-Alpes,
2983487,Riom-ès-Montagnes,45.2819,2.6597,3,2491,Auvergne-Rhône-Alpes,
3022177,Cubzac-les-Ponts,44.9706,-0.4542,2,2490,Nouvelle-Aquitaine,
2988309,Pavie,43.61,0.5919,9,2490,Occitanie,
6615976,Roumazières,45.895,0.5753,2,2490,Nouvelle-Aquitaine,
3005202,Bono,47.6403,-2.9508,5,2489,Bretagne,
3031518,Chadrac,45.0636,3.9058,3,2488,Auvergne-Rhône-Alpes,
3036687,Arthès,43.9542,2.2083,9,2488,Occitanie,
2974336,Solliès-Ville,43.1822,6.0383,13,2488,Provence-Alpes-Côte d’Azur,
2985937,Port-Sainte-Foy-et-Ponchapt,44.8436,0.2103,2,2488,Nouvelle-Aquitaine,
2972992,Théding,49.1283,6.8931,1,2487,Grand Est,
3031032,Bourganeuf,45.9536,1.7556,2,2487,Nouvelle-Aquitaine,
3007048,Larçay,47.3681,0.78,6,2486,Centre-Val de Loire,
2989724,Offendorf,48.7119,7.9161,1,2486,Grand Est,
6439454,Condette,50.6544,1.6333,11,2486,Hauts-de-France,
6612976,Caulnes,48.2889,-2.1547,5,2486,Bretagne,
3031191,Boulange,49.3817,5.9525,1,2485,Grand Est,
3012845,Illfurth,47.6725,7.265,1,2484,Grand Est,
2996115,Ennezat,45.8978,3.2236,3,2483,Auvergne-Rhône-Alpes,
2980238,Saint-Étienne-du-Grès,43.7806,4.7253,13,2483,Provence-Alpes-Côte d’Azur,
3011458,Kilstett,48.6756,7.8561,1,2482,Grand Est,
6443175,Doudeville,49.7211,0.7844,10,2482,Normandie,
2985455,Prémilhat,46.3133,2.5356,3,2482,Auvergne-Rhône-Alpes,
2986077,Porcelette,49.1564,6.6556,1,2480,Grand Est,
3021859,Damigni,48.4475,0.0733,10,2479,Normandie,
2994078,Meynes,43.8825,4.5611,9,2479,Occitanie,
3016733,Gambais,48.7731,1.6731,8,2479,Île-de-France,
3023951,Condé-sur-Sarthe,48.4319,0.0342,10,2478,Normandie,
3010566,Lacaune,43.7086,2.6922,9,2478,Occitanie,
3008539,La Lande-de-Fronsac,44.9797,-0.3811,2,2476,Nouvelle-Aquitaine,
2999485,Les Touches,47.4419,-1.4306,12,2476,Pays de la Loire,
3021933,Dabo,48.6539,7.2369,1,2476,Grand Est,
2969871,Verlinghem,50.6819,2.9964,11,2475,Hauts-de-France,
3022433,Crissey,46.8183,4.8825,4,2475,Bourgogne-Franche-Comté,
2978197,Saint-Mathurin-sur-Loire,47.4131,-0.3189,12,2475,Pays de la Loire,
3029477,Busigny,50.0336,3.4672,11,2473,Hauts-de-France,
3022745,Couzon-au-Mont-d’Or,45.8444,4.8289,3,2472,Auvergne-Rhône-Alpes,
3028806,Cannes-Écluse,48.3644,2.9883,8,2472,Île-de-France,
2980136,Saint-Ferréol-d’Auroure,45.355,4.2547,3,2472,Auvergne-Rhône-Alpes,
2969613,Verton,50.4022,1.6494,11,2472,Hauts-de-France,
2980610,Sainte-Feyre,46.1383,1.915,2,2472,Nouvelle-Aquitaine,
6442973,Lugrin,46.4025,6.6653,3,2470,Auvergne-Rhône-Alpes,
3015711,Goncelin,45.3428,5.9792,3,2470,Auvergne-Rhône-Alpes,
2986647,Ploumilliau,48.68,-3.5239,5,2470,Bretagne,
3035696,Avessac,47.6533,-1.9897,12,2468,Pays de la Loire,
2976284,Samoëns,46.0839,6.7272,3,2468,Auvergne-Rhône-Alpes,
3036227,Audun-le-Roman,49.3703,5.8958,1,2467,Grand Est,
2980984,Saint-Cyprien,45.5381,4.2364,3,2466,Auvergne-Rhône-Alpes,
2977986,Saint-Michel-de-Maurienne,45.2183,6.4736,3,2466,Auvergne-Rhône-Alpes,
2989467,Oradour-sur-Glane,45.9319,1.0317,2,2466,Nouvelle-Aquitaine,
3031017,Bourg-de-Thizy,46.035,4.2997,3,2465,Auvergne-Rhône-Alpes,
3003136,Lencloître,46.8142,0.3281,2,2465,Nouvelle-Aquitaine,
2968528,Villeneuve-Saint-Germain,49.3792,3.3586,11,2464,Hauts-de-France,
2976637,Saint-Vigor-le-Grand,49.2806,-0.6894,10,2464,Normandie,
2986709,Plonéis,48.0169,-4.2106,5,2464,Bretagne,
3026053,Châtillon-sur-Indre,46.9878,1.1736,6,2464,Centre-Val de Loire,
12045325,Ventiseri,41.9175,9.3836,7,2464,Corsica,
2999170,Le Thuit-Signol,49.265,0.9397,10,2463,Normandie,
2982126,Rurange-lès-Thionville,49.2772,6.2331,1,2462,Grand Est,
2968879,Villebarou,47.6225,1.3233,6,2462,Centre-Val de Loire,
3008719,Lahonce,43.4825,-1.3911,2,2462,Nouvelle-Aquitaine,
6427403,Rots,49.2078,-0.4778,10,2462,Normandie,
6444340,Cayeux-sur-Mer,50.1808,1.4947,11,2462,Hauts-de-France,
6618360,Maroeuil,50.3239,2.7056,11,2461,Hauts-de-France,
2996440,Malestroit,47.8097,-2.3836,5,2460,Bretagne,
3004774,Le Chambon-sur-Lignon,45.0611,4.3025,3,2457,Auvergne-Rhône-Alpes,
3014744,Grenade-sur-l’Adour,43.7761,-0.4294,2,2456,Nouvelle-Aquitaine,
3026005,Chauché,46.8292,-1.2731,12,2456,Pays de la Loire,
8293785,Tucquegnieux,49.3106,5.8997,1,2453,Grand Est,
6439934,Vendin-lès-Béthune,50.5422,2.6064,11,2452,Hauts-de-France,
2980004,Saint-Geniès-Bellevue,43.6831,1.4858,9,2452,Occitanie,
3002669,Le Plessis-Grammoire,47.5006,-0.43,12,2450,Pays de la Loire,
3011969,Kaysersberg,48.1392,7.2608,1,2450,Grand Est,
2986244,Pont-de-Metz,49.88,2.2419,11,2448,Hauts-de-France,
2989301,Orliénas,45.6589,4.7183,3,2448,Auvergne-Rhône-Alpes,
3033219,Berstett,48.6792,7.6581,1,2448,Grand Est,
2997371,Loury,48.0014,2.085,6,2446,Centre-Val de Loire,
2999002,Leval,50.1886,3.8383,11,2445,Hauts-de-France,
6456083,La Possonnière,47.3753,-0.6864,12,2445,Pays de la Loire,
2986669,Plougoumelen,47.6525,-2.9169,5,2444,Bretagne,
3014370,Guerlédan,48.2008,-2.9847,5,2444,Bretagne,
3032147,Bœrsch,48.4772,7.4408,1,2442,Grand Est,
3008470,La Limouzinière,46.9931,-1.5964,12,2442,Pays de la Loire,
2971515,Truyes,47.2728,0.85,6,2440,Centre-Val de Loire,
2976996,Saint-Savinien,45.8778,-0.6806,2,2440,Nouvelle-Aquitaine,
2975063,Senones,48.3953,6.9817,1,2439,Grand Est,
2970673,Varetz,45.1939,1.4506,2,2439,Nouvelle-Aquitaine,
6612784,Saint-Félix,45.8008,5.9722,3,2438,Auvergne-Rhône-Alpes,
2975891,Satolas-et-Bonce,45.6933,5.1306,3,2438,Auvergne-Rhône-Alpes,
2983046,Romagné,48.3422,-1.2772,5,2438,Bretagne,
2979244,Saint-Jean-du-Gard,44.1047,3.8861,9,2436,Occitanie,
3015125,Grand-Fougeray,47.7231,-1.7331,5,2436,Bretagne,
3011976,Kaltenhouse,48.7908,7.8319,1,2435,Grand Est,
2975802,Saultain,50.3378,3.5761,11,2435,Hauts-de-France,
6617845,Longeville-sur-Mer,46.4247,-1.4887,12,2435,Pays de la Loire,
2990515,Neuville-sur-Sarthe,48.0758,0.1908,12,2434,Pays de la Loire,
6450036,Avesnelles,50.1175,3.9431,11,2433,Hauts-de-France,
3027519,Chalindrey,47.8031,5.4278,1,2432,Grand Est,
6614526,Frélinghien,50.7119,2.9339,11,2431,Hauts-de-France,
2997956,Locon,50.5703,2.6667,11,2430,Hauts-de-France,
3035309,Bais,48.0106,-1.2906,5,2430,Bretagne,
3023014,Courlay,46.7794,-0.5669,2,2429,Nouvelle-Aquitaine,
2978525,Saint-Mars-d’Outillé,47.8708,0.3322,12,2429,Pays de la Loire,
3033784,Belgentier,43.2453,5.9997,13,2428,Provence-Alpes-Côte d’Azur,
2968569,Villeneuve-de-Marsan,43.8931,-0.3064,2,2428,Nouvelle-Aquitaine,
2998714,Lewarde,50.3408,3.1686,11,2427,Hauts-de-France,
2978337,Saint-Martin-des-Noyers,46.7217,-1.1783,12,2427,Pays de la Loire,
6446258,Ennery,49.0744,2.1061,8,2426,Île-de-France,
3013273,Hinges,50.5653,2.6222,11,2426,Hauts-de-France,
2970142,Vendays-Montalivet,45.3561,-1.0606,2,2426,Nouvelle-Aquitaine,
3034064,Beaurepaire,46.9106,-1.0889,12,2425,Pays de la Loire,
2977655,Saint-Paulien,45.1364,3.8128,3,2425,Auvergne-Rhône-Alpes,
6429047,Plénée-Jugon,48.3642,-2.4006,5,2425,Bretagne,
3028296,Castets,43.8825,-1.1469,2,2425,Nouvelle-Aquitaine,
3025491,Cheny,47.9528,3.5342,4,2424,Bourgogne-Franche-Comté,
3030974,Dadonville,48.1422,2.2525,6,2424,Centre-Val de Loire,
2980759,Évenos,43.17,5.83,13,2423,Provence-Alpes-Côte d’Azur,
6424530,Frans,45.9914,4.7739,3,2422,Auvergne-Rhône-Alpes,
6441085,Entzheim,48.5347,7.6372,1,2422,Grand Est,
2988576,Parçay-Meslay,47.4417,0.7456,6,2422,Centre-Val de Loire,
2969505,Aydat,45.6603,2.9731,3,2422,Auvergne-Rhône-Alpes,
3005397,Lay-Saint-Christophe,48.7481,6.2006,1,2421,Grand Est,
2991741,Mornas,44.2025,4.7281,13,2420,Provence-Alpes-Côte d’Azur,
6443964,Flins-sur-Seine,48.9644,1.8728,8,2419,Île-de-France,
3024463,Codognan,43.7317,4.2197,9,2418,Occitanie,
6442131,Vaivre-et-Montoille,47.6306,6.1047,4,2418,Bourgogne-Franche-Comté,
3024314,Collioure,42.5256,3.0808,9,2418,Occitanie,
3038355,Aix-en-Othe,48.2233,3.7344,1,2418,Grand Est,
2980606,Sainte-Flaive-des-Loups,46.613,-1.5808,12,2417,Pays de la Loire,
2991330,Mouthiers-sur-Boëme,45.555,0.1233,2,2416,Nouvelle-Aquitaine,
2978420,Saint-Martin-d’Auxigny,47.2039,2.4167,6,2415,Centre-Val de Loire,
3016330,Gennes,47.3408,-0.2328,12,2415,Pays de la Loire,
2974699,Sévérac-le-Château,44.3217,3.0714,9,2415,Occitanie,
6448443,Carcans,45.0786,-1.0442,2,2415,Nouvelle-Aquitaine,
2975203,Selongey,47.5878,5.1856,4,2413,Bourgogne-Franche-Comté,
3006699,Laroque-d’Olmes,42.97,1.8719,9,2412,Occitanie,
3028437,Casseneuil,44.4428,0.6211,2,2411,Nouvelle-Aquitaine,
3034454,Bazeilles,49.6772,4.9764,1,2411,Grand Est,
6436854,Saulnes,49.5328,5.8258,1,2410,Grand Est,
6437438,Château-Salins,48.8217,6.5083,1,2410,Grand Est,
2983744,Le Cailar,43.6758,4.2361,9,2410,Occitanie,
2989376,Orgerus,48.8392,1.7006,8,2409,Île-de-France,
2984210,Recquignies,50.2808,4.0408,11,2408,Hauts-de-France,
6614870,Les Landes-Genusson,46.9656,-1.1183,12,2407,Pays de la Loire,
2993727,Mirefleurs,45.6931,3.2236,3,2406,Auvergne-Rhône-Alpes,
6433342,Saint-Georges-de-Commiers,45.0381,5.7036,3,2406,Auvergne-Rhône-Alpes,
2979088,Saint-Julien,43.6939,5.9153,13,2406,Provence-Alpes-Côte d’Azur,
2968704,Villejust,48.6825,2.2364,8,2405,Île-de-France,
2971978,Treffiagat,47.8039,-4.2633,5,2405,Bretagne,
2976693,Saint-Varent,46.8894,-0.2328,2,2404,Nouvelle-Aquitaine,
3022882,Courtisols,48.9856,4.5158,1,2404,Grand Est,
2973991,Soultzmatt,47.9617,7.2381,1,2402,Grand Est,
2986546,Poilly-lez-Gien,47.6778,2.5989,6,2402,Centre-Val de Loire,
2971929,Tréguier,48.785,-3.2325,5,2401,Bretagne,
2976117,Santec,48.7031,-4.0292,5,2401,Bretagne,
3029140,Calenzana,42.5081,8.8553,7,2401,Corsica,
2967242,Yerville,49.6683,0.8961,10,2400,Normandie,
3010315,La Chapelle-la-Reine,48.3183,2.5717,8,2400,Île-de-France,
2978520,Saint-Mars-la-Jaille,47.5253,-1.1847,12,2399,Pays de la Loire,
2976536,Saint-Yzan-de-Soudiac,45.1403,-0.4106,2,2398,Nouvelle-Aquitaine,
3034218,Beaumes-de-Venise,44.1228,5.0306,13,2398,Provence-Alpes-Côte d’Azur,
2970885,Vallon-Pont-d’Arc,44.4069,4.3936,3,2397,Auvergne-Rhône-Alpes,
3013442,Herlies,50.5781,2.8542,11,2396,Hauts-de-France,
2978668,Saint-Lunaire,48.6344,-2.1089,5,2396,Bretagne,
3007903,Landas,50.4736,3.3014,11,2395,Hauts-de-France,
2984320,Razac-sur-l’Isle,45.1639,0.5997,2,2395,Nouvelle-Aquitaine,
6449095,Fégréac,47.5847,-2.0444,12,2395,Pays de la Loire,
2998830,Levier,46.9536,6.1186,4,2395,Bourgogne-Franche-Comté,
2985547,Prayssac,44.5039,1.1881,9,2394,Occitanie,
6430094,Génissieux,45.0836,5.0847,3,2393,Auvergne-Rhône-Alpes,
2977664,Saint-Paul-en-Chablais,46.3786,6.6303,3,2393,Auvergne-Rhône-Alpes,
3013926,Hardricourt,49.0083,1.8936,8,2392,Île-de-France,
3028259,Castres-Gironde,44.6964,-0.4447,2,2392,Nouvelle-Aquitaine,
2975028,Castelculier,44.1744,0.6928,2,2392,Nouvelle-Aquitaine,
2979976,Saint-Geoire-en-Valdaine,45.4569,5.6353,3,2390,Auvergne-Rhône-Alpes,
2992065,Montreuil-sur-Ille,48.3072,-1.6692,5,2389,Bretagne,
3035404,Bagnoles-de-l’Orne,48.555,-0.4111,10,2388,Normandie,
2975495,Sayat,45.8264,3.0525,3,2387,Auvergne-Rhône-Alpes,
3016690,Garancières,48.8219,1.7547,8,2387,Île-de-France,
6434070,Naveil,47.7933,1.0297,6,2386,Centre-Val de Loire,
3016085,Gièvres,47.2764,1.6689,6,2386,Centre-Val de Loire,
6430133,Montboucher-sur-Jabron,44.5547,4.8086,3,2385,Auvergne-Rhône-Alpes,
2978079,Saint-Médard-de-Guizières,45.0153,-0.0589,2,2385,Nouvelle-Aquitaine,
2981805,Saint-Amour,46.4356,5.3431,4,2385,Bourgogne-Franche-Comté,
2980345,Sainte-Reine-de-Bretagne,47.4406,-2.1939,12,2385,Pays de la Loire,
2975819,Saulieu,47.28,4.2286,4,2385,Bourgogne-Franche-Comté,
2977808,Saint-Ouen-de-Thouberville,49.3567,0.8878,10,2382,Normandie,
2990751,Nersac,45.6258,0.0508,2,2382,Nouvelle-Aquitaine,
6427804,Puymoyen,45.6136,0.1808,2,2381,Nouvelle-Aquitaine,
2976557,Saint-Witz,49.0917,2.5683,8,2381,Île-de-France,
3027923,Cepoy,48.0464,2.7369,6,2381,Centre-Val de Loire,
6431539,Daux,43.6939,1.2692,9,2381,Occitanie,
2978582,Saint-Marcel-d’Ardèche,44.3272,4.6169,3,2381,Auvergne-Rhône-Alpes,
2993936,Mieussy,46.1342,6.5228,3,2380,Auvergne-Rhône-Alpes,
3030727,Bouvigny-Boyeffles,50.4214,2.6722,11,2379,Hauts-de-France,
2971380,Ungersheim,47.8786,7.3047,1,2379,Grand Est,
2975140,Semussac,45.6,-0.9125,2,2379,Nouvelle-Aquitaine,
3038400,Airaines,49.965,1.9433,11,2379,Hauts-de-France,
2999725,Les Rosiers-sur-Loire,47.3514,-0.2253,12,2379,Pays de la Loire,
6439849,Sailly-Labourse,50.5017,2.6942,11,2377,Hauts-de-France,
3005775,Lavans-lès-Saint-Claude,46.3861,5.7822,4,2377,Bourgogne-Franche-Comté,
2995351,Martres-Tolosane,43.1986,1.0108,9,2376,Occitanie,
6438051,Pougues-les-Eaux,47.0744,3.1014,4,2375,Bourgogne-Franche-Comté,
3002256,Le Russey,47.1628,6.73,4,2375,Bourgogne-Franche-Comté,
2975894,Sathonay-Village,45.8333,4.8783,3,2374,Auvergne-Rhône-Alpes,
3018456,Firmi,44.54,2.3108,9,2374,Occitanie,
2988214,Peille,43.8025,7.4017,13,2373,Provence-Alpes-Côte d’Azur,
2989108,Ossun,43.1839,-0.0264,9,2372,Occitanie,
3030457,Brazey-en-Plaine,47.135,5.2172,4,2371,Bourgogne-Franche-Comté,
2982798,Rosenau,47.6372,7.5358,1,2368,Grand Est,
3038744,Abondant,48.7847,1.4392,6,2368,Centre-Val de Loire,
3036314,Aubord,43.7569,4.3122,9,2367,Occitanie,
2979900,Saint-Georges-les-Bains,44.8611,4.8092,3,2367,Auvergne-Rhône-Alpes,
2997711,Longlaville,49.5342,5.7986,1,2363,Grand Est,
2989899,Noyelles-lès-Vermelles,50.4894,2.7258,11,2362,Hauts-de-France,
2971786,Sain-Bel,45.8103,4.5981,3,2362,Auvergne-Rhône-Alpes,
6431048,Saint-Martin-des-Champs,48.6694,-1.3311,10,2362,Normandie,
6443507,Saint-Saëns,49.6722,1.2831,10,2362,Normandie,
3029108,Calmont,43.2867,1.6342,9,2362,Occitanie,
3023065,Courchevel,45.4347,6.6378,3,2362,Auvergne-Rhône-Alpes,
2967211,Conflans-en-Jarnisy,49.1675,5.8567,1,2361,Grand Est,
2984193,Réding,48.7514,7.1069,1,2361,Grand Est,
6442870,Saint-Genix-sur-Guiers,45.6006,5.6344,3,2361,Auvergne-Rhône-Alpes,
2988756,Palaja,43.1728,2.3853,9,2359,Occitanie,
3030552,Branges,46.645,5.1744,4,2359,Bourgogne-Franche-Comté,
2978118,Saint-Maurice-sur-Dargoire,45.5822,4.6311,3,2358,Auvergne-Rhône-Alpes,
3014096,Hadol,48.0911,6.4783,1,2358,Grand Est,
3012404,Jaux,49.3894,2.7761,11,2356,Hauts-de-France,
2995734,Marigny,49.0989,-1.2406,10,2356,Normandie,
2976837,Saint-Sulpice-sur-Lèze,43.3289,1.3219,9,2356,Occitanie,
3026451,Charvieu-Chavagneux,45.7457,5.1533,3,2355,Auvergne-Rhône-Alpes,
6436826,Richardménil,48.5947,6.1697,1,2354,Grand Est,
2989645,Oissery,49.0706,2.8167,8,2354,Île-de-France,
3016931,Fruges,50.5147,2.1339,11,2354,Hauts-de-France,
2969146,Vignacourt,50.0111,2.195,11,2354,Hauts-de-France,
3025108,Chirens,45.4139,5.5558,3,2352,Auvergne-Rhône-Alpes,
6443851,Samoreau,48.4253,2.7542,8,2351,Île-de-France,
2995329,Marzan,47.5408,-2.3239,5,2351,Bretagne,
2971056,Valençay,47.1606,1.5661,6,2351,Centre-Val de Loire,
3006929,La Richardais,48.6064,-2.035,5,2349,Bretagne,
6443646,Écuelles,48.3525,2.8217,8,2349,Île-de-France,
3023223,Coulonges-sur-l’Autize,46.4833,-0.5992,2,2349,Nouvelle-Aquitaine,
2980883,Saint-Denis-la-Chevasse,46.8219,-1.3586,12,2349,Pays de la Loire,
3009732,La Croix-en-Touraine,47.3367,0.9906,6,2348,Centre-Val de Loire,
2981901,Saint-Agrève,45.01,4.3961,3,2347,Auvergne-Rhône-Alpes,
3008437,La Londe,49.3061,0.9531,10,2346,Normandie,
3029697,Bubry,47.9636,-3.1731,5,2346,Bretagne,
3031161,Boulieu-lès-Annonay,45.2706,4.6664,3,2345,Auvergne-Rhône-Alpes,
3007902,Landaul,47.7483,-3.0761,5,2345,Bretagne,
6443717,Longperrier,49.0508,2.6644,8,2344,Île-de-France,
3024926,Cintré,48.1056,-1.8722,5,2344,Bretagne,
3021240,Domagné,48.0703,-1.3914,5,2344,Bretagne,
2977968,Saint-Michel-en-l’Herm,46.3544,-1.2486,12,2344,Pays de la Loire,
2975019,Septeuil,48.8925,1.6814,8,2343,Île-de-France,
2975339,Séez,45.6228,6.8008,3,2342,Auvergne-Rhône-Alpes,
2983735,Riaillé,47.5189,-1.2956,12,2342,Pays de la Loire,
2988259,Péchabou,43.5011,1.5083,9,2341,Occitanie,
2975043,Corbehem,50.3356,3.0492,11,2339,Hauts-de-France,
2983262,Rochefort-sur-Loire,47.3571,-0.657,12,2339,Pays de la Loire,
6616899,Jullouville-les-Pins,48.7747,-1.5658,10,2338,Normandie,
2981304,Saint-Brandan,48.3894,-2.87,5,2338,Bretagne,
3008249,Lamastre,44.9856,4.5808,3,2338,Auvergne-Rhône-Alpes,
2988079,Penne-d’Agenais,44.3886,0.8189,2,2338,Nouvelle-Aquitaine,
3009348,La Forêt-sur-Sèvre,46.77,-0.6497,2,2338,Nouvelle-Aquitaine,
6454204,Vihiers,47.1467,-0.5336,12,2338,Pays de la Loire,
6454259,Vertus,48.9044,4.0033,1,2337,Grand Est,
2998661,Lézat-sur-Lèze,43.2761,1.3469,9,2336,Occitanie,
3018247,Floing,49.7219,4.9303,1,2335,Grand Est,
3007873,Landeronde,46.6581,-1.5714,12,2335,Pays de la Loire,
2970932,Valleroy,49.2119,5.9356,1,2334,Grand Est,
3016820,Gaillan-en-Médoc,45.3253,-0.9547,2,2334,Nouvelle-Aquitaine,
3014258,Guillestre,44.6603,6.6492,13,2334,Provence-Alpes-Côte d’Azur,
6433230,Luzinay,45.5889,4.9539,3,2333,Auvergne-Rhône-Alpes,
3010281,La Chapelle-Saint-Aubin,48.0353,0.1606,12,2331,Pays de la Loire,
3008684,Laigné-en-Belin,47.8781,0.2297,12,2331,Pays de la Loire,
3028428,Casson,47.3858,-1.5594,12,2331,Pays de la Loire,
3018362,Flavin,44.2889,2.6061,9,2331,Occitanie,
2997511,Louargat,48.5656,-3.3389,5,2331,Bretagne,
3006704,La Roquebrussanne,43.3403,5.9764,13,2329,Provence-Alpes-Côte d’Azur,
2968335,Villers-sous-Saint-Leu,49.2125,2.3981,11,2327,Hauts-de-France,
2974710,Seurre,46.9986,5.1467,4,2326,Bourgogne-Franche-Comté,
2975833,Saulcy-sur-Meurthe,48.2364,6.9597,1,2326,Grand Est,
9178745,Maussane-les-Alpilles,43.7217,4.8039,13,2326,Provence-Alpes-Côte d’Azur,
3036107,Aumetz,49.4178,5.9444,1,2325,Grand Est,
6434744,Tigy,47.795,2.1983,6,2325,Centre-Val de Loire,
2990007,Nouan-le-Fuzelier,47.5369,2.0381,6,2324,Centre-Val de Loire,
3013845,Haulchin,50.3178,3.4367,11,2323,Hauts-de-France,
2974735,Sessenheim,48.7969,7.9864,1,2323,Grand Est,
3017945,Fontcouverte,45.7717,-0.5914,2,2323,Nouvelle-Aquitaine,
2977477,Saint-Pierre-de-Varengeville,49.5017,0.9328,10,2323,Normandie,
2995146,Maubourguet,43.4681,0.0356,9,2322,Occitanie,
2994085,Meymac,45.5358,2.1469,2,2322,Nouvelle-Aquitaine,
2990741,Nesle,49.7581,2.91,11,2321,Hauts-de-France,
2971976,Treffléan,47.6814,-2.6131,5,2321,Bretagne,
2993308,Monflanquin,44.5319,0.7678,2,2321,Nouvelle-Aquitaine,
6450534,Corneilla-del-Vercol,42.6242,2.9514,9,2320,Occitanie,
6442522,Varennes-le-Grand,46.7114,4.8772,4,2319,Bourgogne-Franche-Comté,
2972427,Torigni-sur-Vire,49.0356,-0.9794,10,2318,Normandie,
3017330,Franois,47.2325,5.9256,4,2318,Bourgogne-Franche-Comté,
6615249,Lauterbourg,48.9753,8.1739,1,2318,Grand Est,
6445288,Lussac-les-Châteaux,46.4028,0.7267,2,2318,Nouvelle-Aquitaine,
2986386,Pompertuzat,43.4906,1.5169,9,2317,Occitanie,
3033071,Bessenay,45.7767,4.5544,3,2317,Auvergne-Rhône-Alpes,
3028773,Cantenay-Épinard,47.5333,-0.5686,12,2317,Pays de la Loire,
2971333,Urt,43.4942,-1.2906,2,2316,Nouvelle-Aquitaine,
2971856,Tréméven,47.8983,-3.5325,5,2315,Bretagne,
6445191,Sainte-Foy,46.5453,-1.6706,12,2315,Pays de la Loire,
2977616,Saint-Père-Marc-en-Poulet,48.5878,-1.9239,5,2315,Bretagne,
2970119,Vendeuvre-sur-Barse,48.2383,4.4678,1,2315,Grand Est,
2980476,Sainte-Marguerite,48.2692,6.9764,1,2314,Grand Est,
6613594,Météren,50.7406,2.6922,11,2314,Hauts-de-France,
2990860,Naves,45.3131,1.7658,2,2314,Nouvelle-Aquitaine,
6452386,Andouillé,48.1761,-0.785,12,2314,Pays de la Loire,
2981536,Saint-Aubin-sur-Mer,49.3283,-0.39,10,2313,Normandie,
2985402,Presles-en-Brie,48.7147,2.7417,8,2313,Île-de-France,
2986771,Pleubian,48.8417,-3.1397,5,2313,Bretagne,
3030338,Brens,43.8894,1.9103,9,2313,Occitanie,
3027783,Cessenon-sur-Orb,43.45,3.0514,9,2313,Occitanie,
3018302,Fleurieux-sur-l’Arbresle,45.8364,4.6525,3,2312,Auvergne-Rhône-Alpes,
3015723,Gommegnies,50.2708,3.7078,11,2312,Hauts-de-France,
2976301,Samatan,43.4928,0.9308,9,2311,Occitanie,
2969839,Vern-d’Anjou,47.6006,-0.835,12,2311,Pays de la Loire,
3018601,Fessenheim,47.9153,7.5358,1,2310,Grand Est,
2976820,Saint-Sylvestre-sur-Lot,44.3986,0.8061,2,2310,Nouvelle-Aquitaine,
3023260,Coullons,47.6206,2.4925,6,2309,Centre-Val de Loire,
2970693,Varennes-Jarcy,48.6781,2.5597,8,2307,Île-de-France,
2982234,Ruelisheim,47.8231,7.3583,1,2307,Grand Est,
