codigo,nome,latitude,longitude,codigo_re,population,admin_name,capital
2978643,Saint-Maixent-l’École,46.4128,-0.2081,2,7209,Nouvelle-Aquitaine,
6455148,Chemillé,47.2131,-0.7258,12,7201,Pays de la Loire,
3035985,Aussonne,43.6839,1.3197,9,7187,Occitanie,
3013122,Houdain,50.4522,2.5372,11,7178,Hauts-de-France,
2988796,Paimpol,48.7778,-3.0464,5,7178,Bretagne,
6433455,Villard-Bonnot,45.2381,5.8883,3,7175,Auvergne-Rhône-Alpes,
6424558,Lagnieu,45.9036,5.3492,3,7175,Auvergne-Rhône-Alpes,
3013877,Hasparren,43.3844,-1.3047,2,7173,Nouvelle-Aquitaine,
3031083,Bourbourg,50.9464,2.1978,11,7171,Hauts-de-France,
2996188,Boulazac,45.1819,0.7631,2,7170,Nouvelle-Aquitaine,
3030953,Bourg-Saint-Andéol,44.3733,4.6442,3,7167,Auvergne-Rhône-Alpes,
3028603,Carhaix-Plouguer,48.2758,-3.5744,5,7164,Bretagne,
3000602,Lésigny,48.7442,2.6158,8,7157,Île-de-France,
2992206,Montoir-de-Bretagne,47.3283,-2.1492,12,7148,Pays de la Loire,
2975844,Saujon,45.6714,-0.9278,2,7146,Nouvelle-Aquitaine,
3020440,Écouen,49.0186,2.3811,8,7145,Île-de-France,
3019160,Fabrègues,43.5503,3.7761,9,7142,Occitanie,
3013173,Honfleur,49.4189,0.2331,10,7138,Normandie,
2993830,Mimizan,44.2008,-1.2286,2,7137,Nouvelle-Aquitaine,
3009052,Lagord,46.1894,-1.1542,2,7130,Nouvelle-Aquitaine,
8298284,Saint-Prix,49.0067,2.2625,8,7123,Île-de-France,
2979109,Saint-Julien-de-Concelles,47.2533,-1.3856,12,7123,Pays de la Loire,
6437888,Terville,49.3444,6.1342,1,7120,Grand Est,
6450469,Bagnères-de-Bigorre,43.0642,0.1497,9,7103,Occitanie,minor
3012049,Jurançon,43.2872,-0.3881,2,7098,Nouvelle-Aquitaine,
6432268,Lanton,44.7039,-1.0353,2,7098,Nouvelle-Aquitaine,
2973748,Sucé-sur-Erdre,47.3333,-1.5333,12,7087,Pays de la Loire,
6442917,Ugine,45.7528,6.4197,3,7076,Auvergne-Rhône-Alpes,
3017994,Fontaines-sur-Saône,45.8358,4.845,3,7068,Auvergne-Rhône-Alpes,
2987863,Perros-Guirec,48.8133,-3.4433,5,7065,Bretagne,
2973993,Soultz-Haut-Rhin,47.8858,7.2292,1,7058,Grand Est,
2997351,Louveciennes,48.8603,2.1164,8,7055,Île-de-France,
2974925,Sérignan,43.28,3.2775,9,7053,Occitanie,
6451668,Chauvigny,46.5686,0.6467,2,7045,Nouvelle-Aquitaine,
3025854,Chauray,46.3606,-0.3772,2,7044,Nouvelle-Aquitaine,
2981173,Saint-Christol-lez-Alès,44.0844,4.0769,9,7042,Occitanie,
3033014,Bétheny,49.2847,4.0569,1,7039,Grand Est,
2971926,Trégunc,47.8558,-3.8519,5,7039,Bretagne,
2968655,Villemoisson-sur-Orge,48.6653,2.3308,8,7038,Île-de-France,
2972317,Toulouges,42.6706,2.8319,9,7036,Occitanie,
3002138,Les Arcs,43.4633,6.4789,13,7033,Provence-Alpes-Côte d’Azur,
2978658,Saint-Macaire-en-Mauges,47.1239,-0.9917,12,7028,Pays de la Loire,
3028431,Cassis,43.2156,5.5372,13,7027,Provence-Alpes-Côte d’Azur,
2979431,Saint-Ismier,45.2486,5.8269,3,7026,Auvergne-Rhône-Alpes,
3014221,Guingamp,48.5625,-3.1511,5,7022,Bretagne,minor
2970469,Vaujours,48.9339,2.5719,8,7003,Île-de-France,
6443367,Notre-Dame-de-Bondeville,49.4883,1.0483,10,6990,Normandie,
3020489,Eckbolsheim,48.5789,7.6897,1,6986,Grand Est,
6439479,Divion,50.4722,2.5014,11,6977,Hauts-de-France,
3036226,Audun-le-Tiche,49.4733,5.9578,1,6976,Grand Est,
3016089,Gières,45.1819,5.7919,3,6956,Auvergne-Rhône-Alpes,
3019843,Escalquens,43.5178,1.5608,9,6955,Occitanie,
2998532,Liancourt,49.3308,2.4653,11,6951,Hauts-de-France,
2980848,Saint-Didier-au-Mont-d’Or,45.8106,4.7986,3,6951,Auvergne-Rhône-Alpes,
3014334,Gueugnon,46.6011,4.0608,4,6948,Bourgogne-Franche-Comté,
6437403,Theix,47.6292,-2.6558,5,6946,Bretagne,
3018903,Faverges,45.7467,6.2939,3,6943,Auvergne-Rhône-Alpes,
6427149,Colombelles,49.2042,-0.2972,10,6941,Normandie,
2975314,Segré,47.6864,-0.8725,12,6938,Pays de la Loire,minor
3006320,La Talaudière,45.4814,4.4319,3,6931,Auvergne-Rhône-Alpes,
2975120,Sénas,43.7444,5.0786,13,6930,Provence-Alpes-Côte d’Azur,
3013484,Herbignac,47.4489,-2.3175,12,6930,Pays de la Loire,
6438517,Téteghem,51.0186,2.4439,11,6926,Hauts-de-France,
3019219,Eyguières,43.6953,5.0311,13,6926,Provence-Alpes-Côte d’Azur,
2992290,Montluel,45.8517,5.0564,3,6925,Auvergne-Rhône-Alpes,
2986757,Pleurtuit,48.5797,-2.0583,5,6910,Bretagne,
6451055,Cranves-Sales,46.1867,6.2914,3,6902,Auvergne-Rhône-Alpes,
2991692,Morteau,47.0581,6.6061,4,6894,Bourgogne-Franche-Comté,
3016807,Gaillon,49.1603,1.3358,10,6892,Normandie,
3032767,Bidart,43.4369,-1.5931,2,6892,Nouvelle-Aquitaine,
3028217,Caudan,47.8089,-3.3425,5,6891,Bretagne,
6617613,Saint-Pierre,46.0597,6.3725,3,6889,Auvergne-Rhône-Alpes,
2980372,Sainte-Pazanne,47.1031,-1.8108,12,6889,Pays de la Loire,
2977631,Saint-Pée-sur-Nivelle,43.3567,-1.5506,2,6888,Nouvelle-Aquitaine,
2979363,Saint-Jean-d’Angély,45.9442,-0.5211,2,6886,Nouvelle-Aquitaine,minor
6612211,Trévoux,45.9408,4.775,3,6882,Auvergne-Rhône-Alpes,
6456896,Le Coteau,46.0272,4.0867,3,6881,Auvergne-Rhône-Alpes,
6451994,Gournay-sur-Marne,48.8597,2.5764,8,6878,Île-de-France,
2981338,Saint-Bonnet-de-Mure,45.6906,5.0292,3,6875,Auvergne-Rhône-Alpes,
2996236,Manduel,43.8183,4.4733,9,6871,Occitanie,
6447902,Chabeuil,44.8997,5.02,3,6869,Auvergne-Rhône-Alpes,
3035268,Balaruc-les-Bains,43.4408,3.6772,9,6867,Occitanie,
3023606,Cornebarrieu,43.6494,1.3264,9,6862,Occitanie,
3035864,Auvers-sur-Oise,49.0717,2.1742,8,6860,Île-de-France,
8260243,Saint-Just-sur-Loire,45.5003,4.2406,3,6856,Auvergne-Rhône-Alpes,
2997619,Loos-en-Gohelle,50.4578,2.7933,11,6855,Hauts-de-France,
3018778,Feignies,50.3022,3.9181,11,6854,Hauts-de-France,
6439573,Grenay,50.4522,2.7431,11,6851,Hauts-de-France,
2990780,Nérac,44.1361,0.3394,2,6849,Nouvelle-Aquitaine,minor
3028162,Caussade,44.1617,1.5369,9,6835,Occitanie,
6437900,Uckange,49.3025,6.1553,1,6829,Grand Est,
2970860,Valognes,49.5092,-1.4692,10,6827,Normandie,
6450072,Beuvrages,50.3858,3.5056,11,6821,Hauts-de-France,
2971890,Trélissac,45.1958,0.7825,2,6821,Nouvelle-Aquitaine,
2971286,Ustaritz,43.3994,-1.4564,2,6818,Nouvelle-Aquitaine,
3009150,La Gaude,43.7219,7.1531,13,6816,Provence-Alpes-Côte d’Azur,
6456501,Le Mesnil-Saint-Denis,48.7436,1.9631,8,6814,Île-de-France,
2984787,Quesnoy-sur-Deûle,50.7125,2.9994,11,6814,Hauts-de-France,
3025304,Acigné,48.1342,-1.5367,5,6814,Bretagne,
6446158,Linas,48.6333,2.2672,8,6813,Île-de-France,
2994697,Melesse,48.2172,-1.6961,5,6803,Bretagne,
2979052,Saint-Julien-les-Villas,48.2714,4.0975,1,6801,Grand Est,
3012576,Jacou,43.6608,3.9103,9,6800,Occitanie,
2973672,Surgères,46.1081,-0.7517,2,6797,Nouvelle-Aquitaine,
3031368,Bouchemaine,47.4223,-0.6089,12,6796,Pays de la Loire,
2989819,Nyons,44.3608,5.1406,3,6782,Auvergne-Rhône-Alpes,minor
3019329,Eu,50.0472,1.4197,10,6771,Normandie,
6454162,Villemandeur,47.9903,2.7094,6,6767,Centre-Val de Loire,
2993647,Moëlan-sur-Mer,47.8142,-3.6281,5,6765,Bretagne,
2979148,Saint-Juéry,43.9486,2.2094,9,6760,Occitanie,
2986818,Plédran,48.4458,-2.7461,5,6753,Bretagne,
2997457,Loudun,47.01,0.0836,2,6740,Nouvelle-Aquitaine,
6443783,Othis,49.0764,2.6764,8,6739,Île-de-France,
3002836,Le Pian-Médoc,44.955,-0.6697,2,6739,Nouvelle-Aquitaine,
6445467,Saint-Yrieix-la-Perche,45.5144,1.2033,2,6729,Nouvelle-Aquitaine,
3011123,Labenne,43.5928,-1.4267,2,6717,Nouvelle-Aquitaine,
3027126,Champigneulles,48.7336,6.1644,1,6708,Grand Est,
6433191,Domène,45.2025,5.8389,3,6701,Auvergne-Rhône-Alpes,
6441988,Luxeuil-les-Bains,47.8161,6.3808,4,6692,Bourgogne-Franche-Comté,
2992581,Montfort-sur-Meu,48.1381,-1.9558,5,6691,Bretagne,
6456497,Les Essarts-le-Roi,48.7167,1.8944,8,6688,Île-de-France,
2977471,Saint-Pierre-d’Oléron,45.9436,-1.3058,2,6683,Nouvelle-Aquitaine,
3034309,Beaufort-en-Vallée,47.4394,-0.2156,12,6682,Pays de la Loire,
3029995,Brioude,45.2942,3.3842,3,6681,Auvergne-Rhône-Alpes,minor
3033953,Beauzelle,43.6653,1.3775,9,6676,Occitanie,
6430784,Luisant,48.4317,1.4764,6,6673,Centre-Val de Loire,
3022868,Courtry,48.9175,2.6031,8,6658,Île-de-France,
2982756,Rosny-sur-Seine,48.9997,1.6317,8,6658,Île-de-France,
6456505,Le Perray-en-Yvelines,48.6942,1.8542,8,6656,Île-de-France,
6436775,Neuves-Maisons,48.6161,6.1036,1,6653,Grand Est,
6454887,Courdimanche,49.0344,2.0014,8,6650,Île-de-France,
2989897,Noyelles-sous-Lens,50.4306,2.8728,11,6646,Hauts-de-France,
6454877,Étréchy,48.4931,2.1911,8,6642,Île-de-France,
2990682,Neufchâteau,48.3556,5.6961,1,6642,Grand Est,minor
2977251,Saint-Rambert-d’Albon,45.2939,4.8169,3,6641,Auvergne-Rhône-Alpes,
3037937,Ambert,45.5494,3.7417,3,6634,Auvergne-Rhône-Alpes,minor
2976656,Saint-Victoret,43.4208,5.2333,13,6633,Provence-Alpes-Côte d’Azur,
3030440,Brech,47.7206,-2.9956,5,6631,Bretagne,
6434276,Saint-Jean-Bonnefonds,45.4511,4.4464,3,6627,Auvergne-Rhône-Alpes,
6431005,Plouguerneau,48.6058,-4.5042,5,6623,Bretagne,
3011506,Kervignac,47.7633,-3.2389,5,6622,Bretagne,
2977229,Saint-Rémy,46.7633,4.8375,4,6617,Bourgogne-Franche-Comté,
6434330,Sury-le-Comtal,45.5375,4.1831,3,6612,Auvergne-Rhône-Alpes,
6425950,Givet,50.1381,4.8242,1,6610,Grand Est,
3029041,Cambo-les-Bains,43.3578,-1.4017,2,6609,Nouvelle-Aquitaine,
2983395,Rives,45.3508,5.5022,3,6606,Auvergne-Rhône-Alpes,
2997569,Loriol-sur-Drôme,44.7517,4.8225,3,6605,Auvergne-Rhône-Alpes,
3033853,Behren-lès-Forbach,49.1739,6.9347,1,6604,Grand Est,
2977390,Saint-Pol-de-Léon,48.6853,-3.9864,5,6603,Bretagne,
2969799,Verneuil-sur-Avre,48.7389,0.9278,10,6602,Normandie,
2986730,Ploeren,47.6561,-2.8667,5,6601,Bretagne,
2972749,Thônes,45.8822,6.3256,3,6597,Auvergne-Rhône-Alpes,
6455959,La Tronche,45.2064,5.7403,3,6588,Auvergne-Rhône-Alpes,
3002988,Le Péage-de-Roussillon,45.3731,4.7975,3,6588,Auvergne-Rhône-Alpes,
6428217,Mehun-sur-Yèvre,47.1453,2.2158,6,6574,Centre-Val de Loire,
3016944,Frouard,48.7606,6.1289,1,6566,Grand Est,
6615537,Carnoux-en-Provence,43.2564,5.5644,13,6564,Provence-Alpes-Côte d’Azur,
6614532,Jœuf,49.2297,6.0089,1,6559,Grand Est,
2998269,Limours,48.6456,2.0761,8,6558,Île-de-France,
2981745,Saint-André-des-Eaux,47.3139,-2.3108,12,6558,Pays de la Loire,
6424736,Viriat,46.2536,5.2167,3,6555,Auvergne-Rhône-Alpes,
6455400,La Verrière,48.7586,1.9622,8,6551,Île-de-France,
3016398,Gémenos,43.2961,5.6269,13,6551,Provence-Alpes-Côte d’Azur,
3026941,Changé,47.9878,0.2819,12,6549,Pays de la Loire,
3011307,La Bassée,50.5336,2.8072,11,6545,Hauts-de-France,
3007780,Laneuveville-devant-Nancy,48.6553,6.2314,1,6538,Grand Est,
6446150,Itteville,48.5142,2.3419,8,6537,Île-de-France,
2994126,Meung-sur-Loire,47.8286,1.6983,6,6527,Centre-Val de Loire,
3027491,Chalonnes-sur-Loire,47.3506,-0.7639,12,6527,Pays de la Loire,
3035768,Avallon,47.49,3.9083,4,6513,Bourgogne-Franche-Comté,minor
6424619,Péronnas,46.1786,5.2028,3,6509,Auvergne-Rhône-Alpes,
3023943,Condom,43.9575,0.3725,9,6508,Occitanie,minor
3010720,Labruguière,43.5392,2.2633,9,6502,Occitanie,
3019985,Épône,48.9558,1.8153,8,6500,Île-de-France,
3023628,Cormontreuil,49.2228,4.0519,1,6488,Grand Est,
2989372,Orgeval,48.9206,1.9758,8,6479,Île-de-France,
2992978,Montauroux,43.6183,6.7653,13,6479,Provence-Alpes-Côte d’Azur,
3028340,Castelnau-d’Estrétefonds,43.7822,1.3583,9,6468,Occitanie,
2988542,Parentis-en-Born,44.3494,-1.0744,2,6466,Nouvelle-Aquitaine,
2980519,Sainte-Livrade-sur-Lot,44.3981,0.5894,2,6458,Nouvelle-Aquitaine,
2980107,Saint-Florent-sur-Cher,46.9956,2.2517,6,6457,Centre-Val de Loire,
3031294,Bouffémont,49.0433,2.2992,8,6453,Île-de-France,
3016076,Gigean,43.4997,3.7111,9,6450,Occitanie,
3007401,La Penne-sur-Huveaune,43.2806,5.5158,13,6446,Provence-Alpes-Côte d’Azur,
2968348,Villers-Saint-Paul,49.2889,2.4872,11,6440,Hauts-de-France,
3007963,La Mulatière,45.7281,4.8122,3,6431,Auvergne-Rhône-Alpes,
3032198,Bonsecours,49.4278,1.1278,10,6429,Normandie,
3022133,Cuincy,50.3822,3.0467,11,6421,Hauts-de-France,
3009050,Estaires,50.6439,2.7231,11,6420,Hauts-de-France,
2971468,L’Arbresle,45.8356,4.6169,3,6418,Auvergne-Rhône-Alpes,
2995744,Marignier,46.0903,6.4997,3,6412,Auvergne-Rhône-Alpes,
2979657,Saint-Girons,42.9847,1.1458,9,6408,Occitanie,minor
2992740,Montech,43.9569,1.2297,9,6406,Occitanie,
6438342,Louvroil,50.265,3.96,11,6405,Hauts-de-France,
3029746,Brunstatt,47.7233,7.3228,1,6405,Grand Est,
6443847,Saint-Thibault-des-Vignes,48.8692,2.6886,8,6400,Île-de-France,
3017556,Fouquières-lès-Lens,50.4286,2.9128,11,6399,Hauts-de-France,
2997439,Louhans,46.6264,5.2247,4,6399,Bourgogne-Franche-Comté,minor
3027746,Ceyrat,45.7328,3.0633,3,6390,Auvergne-Rhône-Alpes,
2970237,Veigné,47.2875,0.7375,6,6372,Centre-Val de Loire,
2985128,Puilboreau,46.1858,-1.1172,2,6369,Nouvelle-Aquitaine,
2980104,Saint-Flour,45.0336,3.0928,3,6365,Auvergne-Rhône-Alpes,minor
6424553,Jassans-Riottier,45.9856,4.7567,3,6356,Auvergne-Rhône-Alpes,
2967351,Wimereux,50.7697,1.61,11,6356,Hauts-de-France,
3032372,Quiévrechain,50.3953,3.6669,11,6355,Hauts-de-France,
6448382,Arès,44.765,-1.1367,2,6349,Nouvelle-Aquitaine,
2991431,Mourenx,43.3706,-0.6294,2,6341,Nouvelle-Aquitaine,
3016073,Gignac,43.6519,3.5511,9,6340,Occitanie,
6443651,Esbly,48.9031,2.8125,8,6339,Île-de-France,
2996905,Machecoul,46.9931,-1.8228,12,6334,Pays de la Loire,
2987706,Petite-Rosselle,49.2117,6.8575,1,6322,Grand Est,
6612489,Marsillargues,43.6644,4.1769,9,6322,Occitanie,
2996106,Marange-Silvange,49.2108,6.1039,1,6319,Grand Est,
3005270,Le Blanc,46.6336,1.0628,6,6319,Centre-Val de Loire,minor
3006056,Laudun-l’Ardoise,44.105,4.6575,9,6316,Occitanie,
3030029,Brindas,45.7211,4.6936,3,6315,Auvergne-Rhône-Alpes,
3023742,Corbie,49.9089,2.5072,11,6307,Hauts-de-France,
3031240,Bouillargues,43.8003,4.4269,9,6305,Occitanie,
6430221,Saint-Marcel-lès-Valence,44.9708,4.9567,3,6302,Auvergne-Rhône-Alpes,
3008463,Lallaing,50.39,3.1681,11,6297,Hauts-de-France,
6445696,Raon-l’Étape,48.4058,6.8411,1,6297,Grand Est,
3003375,Le Mesnil-le-Roi,48.9281,2.1225,8,6292,Île-de-France,
3027242,Champagne-sur-Seine,48.3972,2.8011,8,6292,Île-de-France,
2986692,Ploudalmézeau,48.5403,-4.6575,5,6292,Bretagne,
2972633,Thyez,46.0836,6.5411,3,6289,Auvergne-Rhône-Alpes,
2970144,Vendargues,43.6578,3.9694,9,6287,Occitanie,
2997010,Lutterbach,47.7597,7.2806,1,6279,Grand Est,
3012417,Jaunay-Clan,46.6856,0.37,2,6278,Nouvelle-Aquitaine,
2997698,Longpont-sur-Orge,48.6428,2.2917,8,6277,Île-de-France,
3011312,Labarthe-sur-Lèze,43.4517,1.4,9,6275,Occitanie,
6437603,Hombourg-Haut,49.1258,6.7781,1,6272,Grand Est,
3022986,Cournonterral,43.5578,3.7189,9,6270,Occitanie,
6441836,Sathonay-Camp,45.8247,4.8744,3,6267,Auvergne-Rhône-Alpes,
6455252,Cognin,45.5619,5.8972,3,6264,Auvergne-Rhône-Alpes,
3013380,Hersin-Coupigny,50.4461,2.6478,11,6263,Hauts-de-France,
3030456,Bréal-sous-Montfort,48.0478,-1.8667,5,6262,Bretagne,
6617597,Ambilly,46.195,6.2242,3,6261,Auvergne-Rhône-Alpes,
3008096,La Montagne,47.19,-1.6839,12,6261,Pays de la Loire,
2988305,Pavilly,49.5683,0.9536,10,6260,Normandie,
3000866,La Bouilladisse,43.3953,5.5953,13,6254,Provence-Alpes-Côte d’Azur,
3028258,Castries,43.6789,3.9814,9,6250,Occitanie,
3013195,Homécourt,49.2231,5.9928,1,6248,Grand Est,
3034582,Baud,47.8756,-3.0189,5,6247,Bretagne,
3036822,Arpajon-sur-Cère,44.9039,2.4567,3,6245,Auvergne-Rhône-Alpes,
2975785,Saulx-les-Chartreux,48.6922,2.2664,8,6240,Île-de-France,
6446638,Embrun,44.565,6.4953,13,6236,Provence-Alpes-Côte d’Azur,
6431544,Eaunes,43.4217,1.3544,9,6234,Occitanie,
2973108,Terrasson-Lavilledieu,45.13,1.3014,2,6234,Nouvelle-Aquitaine,
2997996,Loches,47.1286,0.9953,6,6232,Centre-Val de Loire,minor
2998639,Lezoux,45.8275,3.38,3,6224,Auvergne-Rhône-Alpes,
2979308,Ciboure,43.3853,-1.6678,2,6220,Nouvelle-Aquitaine,
2990957,Nanteuil-lès-Meaux,48.9297,2.8969,8,6218,Île-de-France,
3029265,Cadaujac,44.7556,-0.53,2,6217,Nouvelle-Aquitaine,
6434050,Mer,47.6986,1.5078,6,6205,Centre-Val de Loire,
3028797,Canohès,42.6519,2.8344,9,6199,Occitanie,
6438515,Templeuve,50.5267,3.175,11,6196,Hauts-de-France,
6434495,Pont-Saint-Martin,47.1236,-1.5844,12,6196,Pays de la Loire,
3026145,Châtel-Guyon,45.9225,3.0642,3,6195,Auvergne-Rhône-Alpes,
6433371,Saint-Maurice-l’Exil,45.3969,4.7747,3,6192,Auvergne-Rhône-Alpes,
6443051,Sciez,46.3319,6.3739,3,6190,Auvergne-Rhône-Alpes,
6438529,Trith-Saint-Léger,50.3256,3.4858,11,6189,Hauts-de-France,
6431793,Saint-Alban,43.6919,1.4147,9,6183,Occitanie,
3031813,Bon-Encontre,44.1864,0.6719,2,6182,Nouvelle-Aquitaine,
3015298,Grandchamps-des-Fontaines,47.365,-1.6053,12,6182,Pays de la Loire,
6443767,Nandy,48.5842,2.5661,8,6179,Île-de-France,
2992760,Montdidier,49.6481,2.57,11,6174,Hauts-de-France,minor
3020271,Elven,47.7314,-2.5906,5,6173,Bretagne,
3013457,Héric,47.4125,-1.6517,12,6168,Pays de la Loire,
6448074,Gouesnou,48.4536,-4.4644,5,6166,Bretagne,
3016953,Fronton,43.8403,1.3894,9,6166,Occitanie,
6434264,Saint-Genest-Lerpt,45.4461,4.3367,3,6159,Auvergne-Rhône-Alpes,
3024090,Commentry,46.2889,2.7417,3,6159,Auvergne-Rhône-Alpes,
8295798,Châtenoy-le-Royal,46.7942,4.8164,4,6153,Bourgogne-Franche-Comté,
2986708,Plonéour-Lanvern,47.9031,-4.2839,5,6147,Bretagne,
6617585,Saint-Alban-Leysse,45.58,5.9581,3,6146,Auvergne-Rhône-Alpes,
3038204,Algrange,49.3594,6.0483,1,6145,Grand Est,
3014393,Guer,47.9039,-2.1206,5,6141,Bretagne,
6438338,Loon-Plage,50.9942,2.2197,11,6139,Hauts-de-France,
3003074,Lentilly,45.8186,4.6631,3,6137,Auvergne-Rhône-Alpes,
6436719,Ludres,48.6217,6.1617,1,6134,Grand Est,
6430251,Tain-l’Hermitage,45.0706,4.8425,3,6131,Auvergne-Rhône-Alpes,
6448753,Chasse-sur-Rhône,45.5806,4.8,3,6128,Auvergne-Rhône-Alpes,
3026941,Changé,48.1,-0.7908,12,6128,Pays de la Loire,
3036054,Aurec-sur-Loire,45.3692,4.2017,3,6127,Auvergne-Rhône-Alpes,
6445301,Migné,46.6267,0.3136,2,6127,Nouvelle-Aquitaine,
2994901,Mazan,44.0567,5.1281,13,6127,Provence-Alpes-Côte d’Azur,
2996492,Malaunay,49.5261,1.0403,10,6126,Normandie,
3038394,Aire-sur-l’Adour,43.7031,-0.2628,2,6119,Nouvelle-Aquitaine,
3018545,Feytiat,45.8094,1.3317,2,6117,Nouvelle-Aquitaine,
6454631,Saint-Marcel,46.7756,4.8894,4,6113,Bourgogne-Franche-Comté,
2996802,Magnanville,48.9672,1.6819,8,6104,Île-de-France,
2972653,Horbourg,48.0794,7.3944,1,6101,Grand Est,
3005712,Lavelanet,42.9328,1.8486,9,6099,Occitanie,
3032326,Blanzy,46.7039,4.3903,4,6097,Bourgogne-Franche-Comté,
2969111,Vigneux-de-Bretagne,47.3261,-1.7383,12,6097,Pays de la Loire,
3020346,Égly,48.5806,2.2239,8,6094,Île-de-France,
2977709,Saint-Pathus,49.0706,2.7997,8,6094,Île-de-France,
2977350,Saint-Priest-en-Jarez,45.4742,4.3781,3,6092,Auvergne-Rhône-Alpes,
2967466,Roost-Warendin,50.4203,3.1056,11,6089,Hauts-de-France,
2996444,Malesherbes,48.2964,2.4053,6,6089,Centre-Val de Loire,
2975953,Sarrians,44.0833,4.9711,13,6088,Provence-Alpes-Côte d’Azur,
3031835,Bonchamp-lès-Laval,48.0742,-0.7014,12,6087,Pays de la Loire,
2996397,Mallemort,43.7308,5.1794,13,6084,Provence-Alpes-Côte d’Azur,
6433391,Saint-Quentin-Fallavier,45.6322,5.1106,3,6083,Auvergne-Rhône-Alpes,
2981941,Sains-en-Gohelle,50.4447,2.6836,11,6077,Hauts-de-France,
3020894,Douvaine,46.305,6.3036,3,6077,Auvergne-Rhône-Alpes,
6456111,La Glacerie,49.6142,-1.6042,10,6070,Normandie,
3009301,Noyal-sur-Vilaine,48.1117,-1.5244,5,6070,Bretagne,
2987297,Pierrefeu-du-Var,43.2244,6.1453,13,6065,Provence-Alpes-Côte d’Azur,
2985653,Prades,42.6172,2.4219,9,6063,Occitanie,minor
2981746,Saint-André-de-Sangonis,43.6497,3.5036,9,6063,Occitanie,
3020529,Esvres,47.2844,0.7861,6,6057,Centre-Val de Loire,
6443244,Gournay-en-Bray,49.4806,1.7239,10,6051,Normandie,
6438405,Pecquencourt,50.3772,3.2158,11,6050,Hauts-de-France,
2991743,Mornant,45.6189,4.6722,3,6050,Auvergne-Rhône-Alpes,
6441239,Mutzig,48.5386,7.4542,1,6042,Grand Est,
3003044,Le Palais-sur-Vienne,45.8642,1.3231,2,6038,Nouvelle-Aquitaine,
2983806,Revin,49.9425,4.6386,1,6038,Grand Est,
2979010,Saint-Just-en-Chaussée,49.5061,2.4308,11,6033,Hauts-de-France,
2991700,Mortagne-sur-Sèvre,46.9917,-0.9539,12,6000,Pays de la Loire,
2986793,Plescop,47.6989,-2.8061,5,5999,Bretagne,
3020944,Doullens,50.1567,2.3403,11,5998,Hauts-de-France,
6445065,Saint-Zacharie,43.3842,5.7067,13,5993,Provence-Alpes-Côte d’Azur,
3012303,Jonage,45.7964,5.0467,3,5989,Auvergne-Rhône-Alpes,
2969465,Vezin-le-Coquet,48.1186,-1.7561,5,5987,Bretagne,
2990263,Nogent-sur-Seine,48.4936,3.5025,1,5987,Grand Est,minor
2989753,Octeville-sur-Mer,49.5558,0.1169,10,5987,Normandie,
2997262,La Primaube,44.3139,2.535,9,5987,Occitanie,
2985738,Poussan,43.4886,3.67,9,5983,Occitanie,
3018323,Fleurance,43.8494,0.6636,9,5982,Occitanie,
2972774,Thoiry,46.2364,5.9797,3,5981,Auvergne-Rhône-Alpes,
3003713,Le Lavandou,43.1378,6.3678,13,5981,Provence-Alpes-Côte d’Azur,
2972324,Saint-Mandrier-sur-Mer,43.0761,5.9278,13,5979,Provence-Alpes-Côte d’Azur,
2967628,Vouneuil-sous-Biard,46.5731,0.2714,2,5978,Nouvelle-Aquitaine,
2998078,Liverdun,48.7503,6.0619,1,5976,Grand Est,
6443606,Chessy,48.8803,2.7633,8,5969,Île-de-France,
6431882,Villemur-sur-Tarn,43.8656,1.505,9,5962,Occitanie,
2979344,Saint-Jean-de-Boiseau,47.1942,-1.7247,12,5961,Pays de la Loire,
6434444,Sainte-Sigolène,45.2431,4.2347,3,5959,Auvergne-Rhône-Alpes,
2971154,Vaison-la-Romaine,44.2408,5.075,13,5953,Provence-Alpes-Côte d’Azur,
2992998,Montauban-de-Bretagne,48.1992,-2.0481,5,5946,Bretagne,
3024137,Combourg,48.4086,-1.7517,5,5945,Bretagne,
3032452,Blainville-sur-Orne,49.2289,-0.3,10,5942,Normandie,
2977308,Saint-Pryvé-Saint-Mesmin,47.8808,1.8678,6,5939,Centre-Val de Loire,
3020917,Dourges,50.4361,2.9867,11,5935,Hauts-de-France,
2979531,Saint-Hilaire-du-Harcouët,48.5778,-1.0919,10,5932,Normandie,
3017879,Fontenilles,43.5531,1.1911,9,5914,Occitanie,
2992225,Montmorillon,46.4261,0.8708,2,5911,Nouvelle-Aquitaine,minor
2981629,Saint-Arnoult-en-Yvelines,48.5717,1.9406,8,5910,Île-de-France,
6445314,Naintré,46.7636,0.4864,2,5908,Nouvelle-Aquitaine,
2988742,Palavas-les-Flots,43.5294,3.9306,9,5903,Occitanie,
2979174,Saint-Jory,43.7422,1.3697,9,5902,Occitanie,
2970477,Vaugneray,45.7378,4.6564,3,5896,Auvergne-Rhône-Alpes,
2982859,Roquefort-la-Bédoule,43.2475,5.5908,13,5896,Provence-Alpes-Côte d’Azur,
2997248,Lucciana,42.5458,9.4172,7,5893,Corsica,
2989461,Oraison,43.9172,5.9186,13,5891,Provence-Alpes-Côte d’Azur,
6448303,Bruguières,43.7242,1.4114,9,5890,Occitanie,
