lat_departure,lon_departure,lat_arrival,lon_arrival
61.4847,21.7972,61.4847,21.7972,
61.3653,22.0042,61.4847,21.7972,
61.1167,21.5,61.1167,21.5,
61.2,21.7333,61.1167,21.5,
61.4292,21.875,61.4292,21.875,
61.3139,22.1417,61.4292,21.875,
61.1333,22.0833,61.1333,22.0833,
61.2556,22.3486,61.1333,22.0833,
61.05,22.35,61.1333,22.0833,
61.8042,22.3944,61.8042,22.3944,
61.8167,22.6917,61.8042,22.3944,
61.1764,22.6986,61.1764,22.6986,
62.1333,22.5583,62.1333,22.5583,
61.6917,22.0083,61.6917,22.0083,
61.8583,21.5,61.8833,21.8167,
61.8833,21.8167,61.8833,21.8167,
