NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	8297635	Limoges	283823.00	564.81	2548.73	712.40	0.00	516.56	5.65	4.77	4.43	2.89
3	3031582	Bordeaux	257804.00	513.03	2315.08	647.09	0.00	469.20	5.13	4.33	4.02	2.63
3	2986495	Poitiers	175114.00	348.48	1572.52	439.54	0.00	318.71	3.48	2.94	2.73	1.79
3	6440557	Pau	122124.00	243.03	1096.67	306.53	0.00	222.27	2.43	2.05	1.91	1.25
3	3006787	La Rochelle	192841.00	383.75	1731.71	484.03	0.00	350.97	3.84	3.24	3.01	1.97
3	2994391	Mérignac	70105.00	139.51	629.54	175.96	0.00	127.59	1.40	1.18	1.09	0.72
3	2987805	Pessac	268164.00	533.65	2408.11	673.09	0.00	488.06	5.34	4.51	4.18	2.74
3	6454744	Niort	101198.00	201.38	908.76	254.01	0.00	184.18	2.01	1.70	1.58	1.03
3	3232795	Bayonne	51228.00	101.94	460.03	128.58	0.00	93.23	1.02	0.86	0.80	0.52
3	3029974	Brive-la-Gaillarde	79019.00	157.25	709.59	198.34	0.00	143.81	1.57	1.33	1.23	0.81
3	2973495	Talence	42606.00	84.79	382.60	106.94	0.00	77.54	0.85	0.72	0.66	0.43
3	3037612	Anglet	38929.00	77.47	349.58	97.71	0.00	70.85	0.77	0.65	0.61	0.40
3	8287360	Agen	76489.00	152.21	686.87	191.99	0.00	139.21	1.52	1.29	1.19	0.78
3	3026141	Châtellerault	67093.00	133.52	602.50	168.40	0.00	122.11	1.34	1.13	1.05	0.68
3	8290753	Périgueux	45049.00	89.65	404.54	113.07	0.00	81.99	0.90	0.76	0.70	0.46
3	2992771	Mont-de-Marsan	60588.00	120.57	544.08	152.08	0.00	110.27	1.21	1.02	0.95	0.62
3	3033881	Bègles	28601.00	56.92	256.84	71.79	0.00	52.05	0.57	0.48	0.45	0.29
3	3033391	Bergerac	35226.00	70.10	316.33	88.42	0.00	64.11	0.70	0.59	0.55	0.36
3	3006283	La Teste-de-Buch	30421.00	60.54	273.18	76.36	0.00	55.37	0.61	0.51	0.47	0.31
3	6432244	Gradignan	25552.00	50.85	229.46	64.14	0.00	46.50	0.51	0.43	0.40	0.26
3	6453739	Saintes	75373.00	149.99	676.85	189.19	0.00	137.18	1.50	1.27	1.18	0.77
3	3032797	Biarritz	25404.00	50.55	228.13	63.76	0.00	46.24	0.51	0.43	0.40	0.26
3	6454008	Libourne	73958.00	147.18	664.14	185.63	0.00	134.60	1.47	1.24	1.15	0.75
3	3027950	Cenon	24729.00	49.21	222.07	62.07	0.00	45.01	0.49	0.42	0.39	0.25
3	6508515	Rochefort	102711.00	204.39	922.34	257.80	0.00	186.93	2.04	1.73	1.60	1.05
3	3005066	Le Bouscat	23824.00	47.41	213.94	59.80	0.00	43.36	0.47	0.40	0.37	0.24
3	2997556	Lormont	207290.00	412.51	1861.46	520.30	0.00	377.27	4.13	3.48	3.23	2.11
3	3019193	Eysines	26288.00	52.31	236.07	65.98	0.00	47.84	0.52	0.44	0.41	0.27
3	3021670	Dax	38576.00	76.77	346.41	96.83	0.00	70.21	0.77	0.65	0.60	0.39
3	3030303	Bressuire	42105.00	83.79	378.10	105.68	0.00	76.63	0.84	0.71	0.66	0.43
3	2974331	Cognac	28030.00	55.78	251.71	70.36	0.00	51.01	0.56	0.47	0.44	0.29
3	2982341	Royan	18499.00	36.81	166.12	46.43	0.00	33.67	0.37	0.31	0.29	0.19
3	3029799	Bruges	19447.00	38.70	174.63	48.81	0.00	35.39	0.39	0.33	0.30	0.20
3	2995642	Marmande	17534.00	34.89	157.46	44.01	0.00	31.91	0.35	0.29	0.27	0.18
3	6432187	Cestas	27352.00	54.43	245.62	68.65	0.00	49.78	0.54	0.46	0.43	0.28
3	3013534	Hendaye	16805.00	33.44	150.91	42.18	0.00	30.59	0.33	0.28	0.26	0.17
3	2971482	Tulle	55751.00	110.94	500.64	139.94	0.00	101.47	1.11	0.94	0.87	0.57
3	2979309	Saint-Jean-de-Luz	32074.00	63.83	288.02	80.51	0.00	58.37	0.64	0.54	0.50	0.33
3	6454751	Thouars	35066.00	69.78	314.89	88.02	0.00	63.82	0.70	0.59	0.55	0.36
3	2977648	Saint-Paul-lès-Dax	15861.00	31.56	142.43	39.81	0.00	28.87	0.32	0.27	0.25	0.16
3	3014383	Guéret	23411.00	46.59	210.23	58.76	0.00	42.61	0.47	0.39	0.37	0.24
3	3032639	Billère	12628.00	25.13	113.40	31.70	0.00	22.98	0.25	0.21	0.20	0.13
3	3037253	Arcachon	77677.00	154.58	697.54	194.97	0.00	141.37	1.55	1.30	1.21	0.79
3	2979036	Saint-Junien	25384.00	50.51	227.95	63.71	0.00	46.20	0.51	0.43	0.40	0.26
3	2989569	Oloron-Sainte-Marie	85629.00	170.40	768.95	214.93	0.00	155.84	1.70	1.44	1.34	0.87
3	2989187	Orthez	14671.00	29.20	131.75	36.82	0.00	26.70	0.29	0.25	0.23	0.15
3	2988447	Parthenay	25286.00	50.32	227.07	63.47	0.00	46.02	0.50	0.42	0.39	0.26
3	2971298	Ussel	11877.00	23.64	106.66	29.81	0.00	21.62	0.24	0.20	0.19	0.12
3	2973882	Soyaux	123934.00	246.63	1112.93	311.07	0.00	225.56	2.47	2.08	1.93	1.26
3	6435106	Tonneins	11715.00	23.31	105.20	29.40	0.00	21.32	0.23	0.20	0.18	0.12
3	3028745	Capbreton	97397.00	193.82	874.63	244.47	0.00	177.26	1.94	1.64	1.52	0.99
3	2976007	Sarlat-la-Canéda	19331.00	38.47	173.59	48.52	0.00	35.18	0.38	0.32	0.30	0.20
3	6448384	Artigues-près-Bordeaux	11763.00	23.41	105.63	29.53	0.00	21.41	0.23	0.20	0.18	0.12
3	3026045	Mauléon	19332.00	38.47	173.60	48.52	0.00	35.18	0.38	0.32	0.30	0.20
3	6616555	Lège-Cap-Ferret	27967.00	55.65	251.14	70.20	0.00	50.90	0.56	0.47	0.44	0.29
3	3009822	La Couronne	7759.00	15.44	69.68	19.48	0.00	14.12	0.15	0.13	0.12	0.08
3	2976600	Saint-Vincent-de-Tyrosse	23517.00	46.80	211.18	59.03	0.00	42.80	0.47	0.40	0.37	0.24
3	3034691	Bassens	11230.00	22.35	100.85	28.19	0.00	20.44	0.22	0.19	0.18	0.11
3	3007691	Langon	7374.00	14.67	66.22	18.51	0.00	13.42	0.15	0.12	0.12	0.08
3	2981408	Saint-Benoît	10311.00	20.52	92.59	25.88	0.00	18.77	0.21	0.17	0.16	0.11
3	2975844	Saujon	7146.00	14.22	64.17	17.94	0.00	13.01	0.14	0.12	0.11	0.07
3	2993830	Mimizan	41236.00	82.06	370.30	103.50	0.00	75.05	0.82	0.69	0.64	0.42
3	3032767	Bidart	6892.00	13.72	61.89	17.30	0.00	12.54	0.14	0.12	0.11	0.07
3	2990780	Nérac	22501.00	44.78	202.06	56.48	0.00	40.95	0.45	0.38	0.35	0.23
3	2997457	Loudun	9206.00	18.32	82.67	23.11	0.00	16.75	0.18	0.15	0.14	0.09
3	6445467	Saint-Yrieix-la-Perche	27086.00	53.90	243.23	67.99	0.00	49.30	0.54	0.46	0.42	0.28
3	3011123	Labenne	6717.00	13.37	60.32	16.86	0.00	12.22	0.13	0.11	0.10	0.07
3	3029041	Cambo-les-Bains	71642.00	142.57	643.35	179.82	0.00	130.39	1.43	1.20	1.12	0.73
3	2980519	Sainte-Livrade-sur-Lot	6458.00	12.85	57.99	16.21	0.00	11.75	0.13	0.11	0.10	0.07
3	2985128	Puilboreau	6369.00	12.67	57.19	15.99	0.00	11.59	0.13	0.11	0.10	0.06
3	6448382	Arès	9592.00	19.09	86.14	24.08	0.00	17.46	0.19	0.16	0.15	0.10
3	2992225	Montmorillon	17488.00	34.80	157.04	43.89	0.00	31.83	0.35	0.29	0.27	0.18
3	3000072	Lesparre-Médoc	33683.00	67.03	302.47	84.54	0.00	61.30	0.67	0.57	0.53	0.34
3	2992132	Montpon-Ménestérol	33891.00	67.44	304.34	85.07	0.00	61.68	0.67	0.57	0.53	0.35
3	3012257	Boé	5589.00	11.12	50.19	14.03	0.00	10.17	0.11	0.09	0.09	0.06
3	3016726	Gan	5565.00	11.07	49.97	13.97	0.00	10.13	0.11	0.09	0.09	0.06
3	2981623	Saint-Astier	50701.00	100.89	455.29	127.26	0.00	92.28	1.01	0.85	0.79	0.52
3	2979941	Saint-Georges-de-Didonne	43334.00	86.23	389.14	108.77	0.00	78.87	0.86	0.73	0.68	0.44
3	3006387	La Souterraine	17413.00	34.65	156.37	43.71	0.00	31.69	0.35	0.29	0.27	0.18
3	2976942	Saint-Sever	19388.00	38.58	174.10	48.66	0.00	35.29	0.39	0.33	0.30	0.20
3	2969794	Verneuil-sur-Vienne	100267.00	199.53	900.40	251.67	0.00	182.49	2.00	1.68	1.56	1.02
3	2967108	Blaye	55226.00	109.90	495.93	138.62	0.00	100.51	1.10	0.93	0.86	0.56
3	3016903	Fumel	16759.00	33.35	150.50	42.07	0.00	30.50	0.33	0.28	0.26	0.17
3	3034458	Bazas	6085.00	12.11	54.64	15.27	0.00	11.07	0.12	0.10	0.09	0.06
3	3035016	Barbezieux-Saint-Hilaire	8883.00	17.68	79.77	22.30	0.00	16.17	0.18	0.15	0.14	0.09
3	3014084	Hagetmau	5744.00	11.43	51.58	14.42	0.00	10.45	0.11	0.10	0.09	0.06
3	3032496	Bizanos	4590.00	9.13	41.22	11.52	0.00	8.35	0.09	0.08	0.07	0.05
3	6440605	Salies-de-Béarn	23340.00	46.45	209.59	58.58	0.00	42.48	0.46	0.39	0.36	0.24
3	6449293	Casteljaloux	4533.00	9.02	40.71	11.38	0.00	8.25	0.09	0.08	0.07	0.05
3	2978782	Saint-Léonard-de-Noblat	21699.00	43.18	194.86	54.46	0.00	39.49	0.43	0.36	0.34	0.22
3	2987095	Pineuilh	4432.00	8.82	39.80	11.12	0.00	8.07	0.09	0.07	0.07	0.05
3	6453701	Jarnac	15343.00	30.53	137.78	38.51	0.00	27.92	0.31	0.26	0.24	0.16
3	3010827	La Brède	21819.00	43.42	195.93	54.77	0.00	39.71	0.43	0.37	0.34	0.22
3	3006979	La Réole	4355.00	8.67	39.11	10.93	0.00	7.93	0.09	0.07	0.07	0.04
3	2986220	Pont-du-Casse	4176.00	8.31	37.50	10.48	0.00	7.60	0.08	0.07	0.07	0.04
3	2970317	Vaux-sur-Mer	24074.00	47.91	216.18	60.43	0.00	43.81	0.48	0.40	0.38	0.25
3	2983696	Ribérac	16272.00	32.38	146.12	40.84	0.00	29.62	0.32	0.27	0.25	0.17
3	6447351	Châteaubernard	3738.00	7.44	33.57	9.38	0.00	6.80	0.07	0.06	0.06	0.04
3	2985073	Pujols	45102.00	89.75	405.02	113.21	0.00	82.09	0.90	0.76	0.70	0.46
3	3033766	Bellac	6507.00	12.95	58.43	16.33	0.00	11.84	0.13	0.11	0.10	0.07
3	3026224	Châteauneuf-sur-Charente	3541.00	7.05	31.80	8.89	0.00	6.44	0.07	0.06	0.06	0.04
3	6454743	Melle	39201.00	78.01	352.02	98.39	0.00	71.35	0.78	0.66	0.61	0.40
3	6427971	Jonzac	13006.00	25.88	116.79	32.65	0.00	23.67	0.26	0.22	0.20	0.13
3	2982217	Ruffec	6638.00	13.21	59.61	16.66	0.00	12.08	0.13	0.11	0.10	0.07
3	3036295	Aubusson	11702.00	23.29	105.08	29.37	0.00	21.30	0.23	0.20	0.18	0.12
3	2990852	Nay	4458.00	8.87	40.03	11.19	0.00	8.11	0.09	0.07	0.07	0.05
3	8292610	Narrosse	5392.00	10.73	48.42	13.53	0.00	9.81	0.11	0.09	0.08	0.05
3	2986585	Podensac	21794.00	43.37	195.71	54.70	0.00	39.67	0.43	0.37	0.34	0.22
3	2980742	Sainte-Bazeille	27563.00	54.85	247.52	69.18	0.00	50.16	0.55	0.46	0.43	0.28
3	2990140	Nontron	9665.00	19.23	86.79	24.26	0.00	17.59	0.19	0.16	0.15	0.10
3	6612729	Pontacq	2930.00	5.83	26.31	7.35	0.00	5.33	0.06	0.05	0.05	0.03
3	3029253	Cadillac	10095.00	20.09	90.65	25.34	0.00	18.37	0.20	0.17	0.16	0.10
3	2971259	Uzerche	18467.00	36.75	165.83	46.35	0.00	33.61	0.37	0.31	0.29	0.19
3	2992453	Montignac	7347.00	14.62	65.98	18.44	0.00	13.37	0.15	0.12	0.11	0.07
3	3009395	La Force	2665.00	5.30	23.93	6.69	0.00	4.85	0.05	0.04	0.04	0.03
3	3031501	Bort-les-Orgues	2661.00	5.30	23.90	6.68	0.00	4.84	0.05	0.04	0.04	0.03
3	2997058	Lusignan	53958.00	107.38	484.54	135.43	0.00	98.20	1.07	0.91	0.84	0.55
3	3024846	Civray	10495.00	20.89	94.25	26.34	0.00	19.10	0.21	0.18	0.16	0.11
3	2980589	Sainte-Foy-la-Grande	26219.00	52.18	235.45	65.81	0.00	47.72	0.52	0.44	0.41	0.27
3	3031032	Bourganeuf	3508.00	6.98	31.50	8.81	0.00	6.38	0.07	0.06	0.05	0.04
3	2980610	Sainte-Feyre	2472.00	4.92	22.20	6.20	0.00	4.50	0.05	0.04	0.04	0.03
