NIVEL,CODIGO,DESTINO,COD_ESP,RECURSO,POP_ATENDIDA,ATEND_FTE
1,8297635,"Limoges",1,"Physicians",283823,116.3674
1,8297635,"Limoges",2,"Nurses",283823,718.0722
1,8297635,"Limoges",3,"OtherCadres",283823,354.7788
1,8297635,"Limoges",4,"CommunityBased",283823,1385.0562
1,8297635,"Limoges",5,"Beds",283823,0
1,8297635,"Limoges",6,"CTScanner",283823,0
1,8297635,"Limoges",7,"MRIUnit",283823,0
1,8297635,"Limoges",8,"Mammography",283823,0
1,8297635,"Limoges",9,"Radiotherapy",283823,0
1,3031582,"Bordeaux",1,"Physicians",257804,105.6996
1,3031582,"Bordeaux",2,"Nurses",257804,652.2441
1,3031582,"Bordeaux",3,"OtherCadres",257804,322.255
1,3031582,"Bordeaux",4,"CommunityBased",257804,1258.0835
1,3031582,"Bordeaux",5,"Beds",257804,0
1,3031582,"Bordeaux",6,"CTScanner",257804,0
1,3031582,"Bordeaux",7,"MRIUnit",257804,0
1,3031582,"Bordeaux",8,"Mammography",257804,0
1,3031582,"Bordeaux",9,"Radiotherapy",257804,0
1,2986495,"Poitiers",1,"Physicians",175114,71.7968
1,2986495,"Poitiers",2,"Nurses",175114,443.0383
1,2986495,"Poitiers",3,"OtherCadres",175114,218.8931
1,2986495,"Poitiers",4,"CommunityBased",175114,854.5564
1,2986495,"Poitiers",5,"Beds",175114,0
1,2986495,"Poitiers",6,"CTScanner",175114,0
1,2986495,"Poitiers",7,"MRIUnit",175114,0
1,2986495,"Poitiers",8,"Mammography",175114,0
1,2986495,"Poitiers",9,"Radiotherapy",175114,0
1,6440557,"Pau",1,"Physicians",122124,50.0708
1,6440557,"Pau",2,"Nurses",122124,308.974
1,6440557,"Pau",3,"OtherCadres",122124,152.6553
1,6440557,"Pau",4,"CommunityBased",122124,595.965
1,6440557,"Pau",5,"Beds",122124,0
1,6440557,"Pau",6,"CTScanner",122124,0
1,6440557,"Pau",7,"MRIUnit",122124,0
1,6440557,"Pau",8,"Mammography",122124,0
1,6440557,"Pau",9,"Radiotherapy",122124,0
1,3006787,"La Rochelle",1,"Physicians",192841,79.0651
1,3006787,"La Rochelle",2,"Nurses",192841,487.8877
1,3006787,"La Rochelle",3,"OtherCadres",192841,241.0523
1,3006787,"La Rochelle",4,"CommunityBased",192841,941.0643
1,3006787,"La Rochelle",5,"Beds",192841,0
1,3006787,"La Rochelle",6,"CTScanner",192841,0
1,3006787,"La Rochelle",7,"MRIUnit",192841,0
1,3006787,"La Rochelle",8,"Mammography",192841,0
1,3006787,"La Rochelle",9,"Radiotherapy",192841,0
1,2994391,"Mérignac",1,"Physicians",70105,28.7431
1,2994391,"Mérignac",2,"Nurses",70105,177.3656
1,2994391,"Mérignac",3,"OtherCadres",70105,87.6313
1,2994391,"Mérignac",4,"CommunityBased",70105,342.1124
1,2994391,"Mérignac",5,"Beds",70105,0
1,2994391,"Mérignac",6,"CTScanner",70105,0
1,2994391,"Mérignac",7,"MRIUnit",70105,0
1,2994391,"Mérignac",8,"Mammography",70105,0
1,2994391,"Mérignac",9,"Radiotherapy",70105,0
1,2987805,"Pessac",1,"Physicians",178608,73.2293
1,2987805,"Pessac",2,"Nurses",178608,451.8782
1,2987805,"Pessac",3,"OtherCadres",178608,223.2604
1,2987805,"Pessac",4,"CommunityBased",178608,871.6068
1,2987805,"Pessac",5,"Beds",178608,0
1,2987805,"Pessac",6,"CTScanner",178608,0
1,2987805,"Pessac",7,"MRIUnit",178608,0
1,2987805,"Pessac",8,"Mammography",178608,0
1,2987805,"Pessac",9,"Radiotherapy",178608,0
1,6454744,"Niort",1,"Physicians",101198,41.4911
1,6454744,"Niort",2,"Nurses",101198,256.031
1,6454744,"Niort",3,"OtherCadres",101198,126.4977
1,6454744,"Niort",4,"CommunityBased",101198,493.8464
1,6454744,"Niort",5,"Beds",101198,0
1,6454744,"Niort",6,"CTScanner",101198,0
1,6454744,"Niort",7,"MRIUnit",101198,0
1,6454744,"Niort",8,"Mammography",101198,0
1,6454744,"Niort",9,"Radiotherapy",101198,0
1,3232795,"Bayonne",1,"Physicians",51228,21.0035
1,3232795,"Bayonne",2,"Nurses",51228,129.6068
1,3232795,"Bayonne",3,"OtherCadres",51228,64.035
1,3232795,"Bayonne",4,"CommunityBased",51228,249.9926
1,3232795,"Bayonne",5,"Beds",51228,0
1,3232795,"Bayonne",6,"CTScanner",51228,0
1,3232795,"Bayonne",7,"MRIUnit",51228,0
1,3232795,"Bayonne",8,"Mammography",51228,0
1,3232795,"Bayonne",9,"Radiotherapy",51228,0
1,3029974,"Brive-la-Gaillarde",1,"Physicians",79019,32.3978
1,3029974,"Brive-la-Gaillarde",2,"Nurses",79019,199.9181
1,3029974,"Brive-la-Gaillarde",3,"OtherCadres",79019,98.7739
1,3029974,"Brive-la-Gaillarde",4,"CommunityBased",79019,385.6127
1,3029974,"Brive-la-Gaillarde",5,"Beds",79019,0
1,3029974,"Brive-la-Gaillarde",6,"CTScanner",79019,0
1,3029974,"Brive-la-Gaillarde",7,"MRIUnit",79019,0
