NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	430010	Agudo	77961.00	130.19	93.55	195.68	0.00	208.16	0.51	0.39	0.24	0.02
2	430040	Alegrete	79999.00	133.60	96.00	200.80	0.00	213.60	0.53	0.40	0.25	0.02
2	430080	Antonio_Prado	25134.00	41.97	30.16	63.09	0.00	67.11	0.17	0.13	0.08	0.01
2	430100	Arroio_Do_Meio	33534.00	56.00	40.24	84.17	0.00	89.54	0.22	0.17	0.10	0.01
2	430120	Arroio_Do_Tigre	39524.00	66.01	47.43	99.21	0.00	105.53	0.26	0.20	0.12	0.01
2	430130	Arroio_Grande	42138.00	70.37	50.57	105.77	0.00	112.51	0.28	0.21	0.13	0.01
2	430160	Bage	142924.00	238.68	171.51	358.74	0.00	381.61	0.94	0.71	0.44	0.04
2	430210	Bento_Goncalves	189846.00	317.04	227.82	476.51	0.00	506.89	1.25	0.95	0.59	0.06
2	430270	Butia	31250.00	52.19	37.50	78.44	0.00	83.44	0.21	0.16	0.10	0.01
2	430280	Cacapava_Do_Sul	53224.00	88.88	63.87	133.59	0.00	142.11	0.35	0.27	0.16	0.02
2	430290	Cacequi	34893.00	58.27	41.87	87.58	0.00	93.16	0.23	0.17	0.11	0.01
2	430300	Cachoeira_Do_Sul	89031.00	148.68	106.84	223.47	0.00	237.71	0.59	0.45	0.28	0.03
2	430350	Camaqua	83678.00	139.74	100.41	210.03	0.00	223.42	0.55	0.42	0.26	0.03
2	430390	Campo_Bom	112898.00	188.54	135.48	283.37	0.00	301.44	0.75	0.56	0.35	0.03
2	430420	Candelaria	59213.00	98.89	71.06	148.62	0.00	158.10	0.39	0.30	0.18	0.02
2	430450	Cangucu	67320.00	112.42	80.78	168.97	0.00	179.74	0.44	0.34	0.21	0.02
2	430460	Canoas	1225553.00	2046.67	1470.66	3076.14	0.00	3272.23	8.09	6.13	3.80	0.37
