NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	420010	Abelardo_Luz	43323.00	72.35	51.99	108.74	0.00	115.67	0.29	0.22	0.13	0.01
2	420070	Alfredo_Wagner	10768.00	17.98	12.92	27.03	0.00	28.75	0.07	0.05	0.03	0.00
2	420090	Angelina	11825.00	19.75	14.19	29.68	0.00	31.57	0.08	0.06	0.04	0.00
2	420100	Anita_Garibaldi	13619.00	22.74	16.34	34.18	0.00	36.36	0.09	0.07	0.04	0.00
2	420140	Ararangua	166410.00	277.90	199.69	417.69	0.00	444.31	1.10	0.83	0.52	0.05
2	420220	Benedito_Novo	76108.00	127.10	91.33	191.03	0.00	203.21	0.50	0.38	0.24	0.02
2	420240	Blumenau	469093.00	783.39	562.91	1177.42	0.00	1252.48	3.10	2.35	1.45	0.14
2	420250	Bom_Jardim_Da_Serra	5082.00	8.49	6.10	12.76	0.00	13.57	0.03	0.03	0.02	0.00
2	420260	Bom_Retiro	17054.00	28.48	20.46	42.81	0.00	45.53	0.11	0.09	0.05	0.01
2	420280	Braco_Do_Norte	78445.00	131.00	94.13	196.90	0.00	209.45	0.52	0.39	0.24	0.02
2	420290	Brusque	188159.00	314.23	225.79	472.28	0.00	502.38	1.24	0.94	0.58	0.06
2	420300	Cacador	90361.00	150.90	108.43	226.81	0.00	241.26	0.60	0.45	0.28	0.03
2	420340	Campo_Belo_Do_Sul	11068.00	18.48	13.28	27.78	0.00	29.55	0.07	0.06	0.03	0.00
2	420360	Campos_Novos	41472.00	69.26	49.77	104.09	0.00	110.73	0.27	0.21	0.13	0.01
2	420400	Catanduvas	108178.00	180.66	129.81	271.53	0.00	288.84	0.71	0.54	0.34	0.03
2	420410	Caxambu_Do_Sul	12182.00	20.34	14.62	30.58	0.00	32.53	0.08	0.06	0.04	0.00
2	420420	Chapeco	237752.00	397.05	285.30	596.76	0.00	634.80	1.57	1.19	0.74	0.07
2	420430	Concordia	107683.00	179.83	129.22	270.28	0.00	287.51	0.71	0.54	0.33	0.03
2	420440	Coronel_Freitas	10809.00	18.05	12.97	27.13	0.00	28.86	0.07	0.05	0.03	0.00
2	420460	Criciuma	395672.00	660.77	474.81	993.14	0.00	1056.44	2.61	1.98	1.23	0.12
2	420480	Curitibanos	53543.00	89.42	64.25	134.39	0.00	142.96	0.35	0.27	0.17	0.02
