name,lat,lon
Melun,48.5406,2.66,
Dammarie-lè-Lys,48.5177,2.6402,
Le Mée-sur-Seine,48.5333,2.6289,
Brie-Comte-Robert,48.6925,2.6111,
Moissy-Cramayel,48.6261,2.5922,
Fontainebleau,48.4089,2.7017,
Mennecy,48.5653,2.4361,
Saint-Fargeau,48.5328,2.5447,
Avon,48.4089,2.725,
Vaux-le-Pénil,48.5264,2.6822,
Vert-Saint-Denis,48.5669,2.6219,
Boussy-Saint-Antoine,48.6908,2.5325,
Champagne-sur-Seine,48.3972,2.8011,
Nandy,48.5842,2.5661,
Bois-le-Roi,48.4736,2.6972,
Saintry-sur-Seine,48.5908,2.4969,
Villabé,48.5883,2.4561,
Le Coudray-Montceaux,48.5658,2.4861,
Veneux-les-Sablons,48.3778,2.7928,
Le Châtelet-en-Brie,48.5031,2.7894,
Guignes-Rabutin,48.6358,2.7986,
La Rochette,48.5203,2.6558,
Thomery,48.4083,2.7861,
Saint-Mammès,48.3867,2.8142,
Chaumes-en-Brie,48.6678,2.8433,
Verneuil-l’Étang,48.6444,2.8356,
Champcueil,48.5153,2.4467,
Vulaines-sur-Seine,48.4311,2.7667,
Héricy,48.4464,2.7631,
Rubelles,48.5597,2.6803,
Chartrettes,48.4875,2.7036,
Grisy-Suisnes,48.6844,2.6669,
Samoreau,48.4253,2.7542,
Livry-sur-Seine,48.5106,2.6847,
Ormoy,48.5761,2.4467,
Chailly-en-Bière,48.4672,2.6075,
Samois-sur-Seine,48.4522,2.75,
Perthes-en-Gâtinais,48.4775,2.555,
Ozouer-le-Voulgis,48.6611,2.775,
Seine-Port,48.5564,2.5531,
La Chapelle-Gauthier,48.5497,2.8992,
Liverdy-en-Brie,48.6994,2.775,
Soisy-sur-École,48.475,2.4944,
Cély-en-Bière,48.4592,2.5317,
Solers,48.6578,2.7169,
Sivry-Courtry,48.5281,2.7547,
Barbizon,48.4458,2.605,
Boissise-la-Bertrand,48.5275,2.5892,
Saint-Sauveur-sur-École,48.4967,2.5481,
Valence-en-Brie,48.4444,2.8903,
Fontaine-le-Port,48.4878,2.7642,
Saint-Denis,48.9356,2.3539,
Aulnay-sous-Bois,48.9386,2.4906,
Drancy,48.93,2.45,
Noisy-le-Grand,48.8478,2.5528,
Clichy,48.9044,2.3064,
Sarcelles,48.9956,2.3808,
Bobigny,48.9106,2.4397,
Bondy,48.9022,2.4828,
La Courneuve,48.9322,2.3967,
Garges-lès-Gonesse,48.9728,2.4008,
Gagny,48.8833,2.5333,
Stains,48.95,2.3833,
Le Perreux-Sur-Marne,48.8422,2.5036,
Nogent-sur-Marne,48.8375,2.4833,
Houilles,48.9261,2.1892,
Goussainville,49.0325,2.4747,
Pierrefitte-sur-Seine,48.9656,2.3614,
Bezons,48.9261,2.2178,
Clichy-sous-Bois,48.9102,2.5532,
Villiers-le-Bel,49.0094,2.3911,
Romainville,48.884,2.435,
Montfermeil,48.9,2.5667,
Sannois,48.9722,2.2578,
Taverny,49.0264,2.2275,
Gonesse,48.9875,2.4494,
Cormeilles-en-Parisis,48.9739,2.2014,
Les Pavillons-sous-Bois,48.9,2.5,
Villeneuve-la-Garenne,48.9372,2.3278,
Montmorency,48.9906,2.3228,
Mitry-Mory,48.9839,2.6164,
Joinville-le-Pont,48.8214,2.4728,
Soisy-sous-Montmorency,48.9878,2.2997,
Le Pré-Saint-Gervais,48.885,2.4039,
Bry-sur-Marne,48.8411,2.5222,
Le Bourget,48.9344,2.4244,
Domont,49.0275,2.3267,
Saint-Brice-sous-Forêt,48.9986,2.3569,
Arnouville-lès-Gonesse,48.9872,2.4167,
Montmagny,48.9736,2.3458,
Enghien-les-Bains,48.9697,2.3081,
Dugny,48.9536,2.4164,
Louvres,49.0439,2.5053,
Dammartin-en-Goële,49.0542,2.6814,
Fosses,49.0981,2.5067,
Ézanville,49.0278,2.3608,
Beauchamp,49.0139,2.19,
Groslay,48.9867,2.3444,
L’Île-Saint-Denis,48.9358,2.3397,
Bessancourt,49.0378,2.2133,
Écouen,49.0186,2.3811,
Saint-Prix,49.0067,2.2625,
Othis,49.0764,2.6764,
Courtry,48.9175,2.6031,
Bouffémont,49.0433,2.2992,
Marly-la-Ville,49.0808,2.4994,
Viarmes,49.1278,2.3703,
Mériel,49.0792,2.205,
Coubron,48.9153,2.5775,
Luzarches,49.1131,2.4222,
Le Thillay,49.0047,2.4708,
Survilliers,49.0978,2.545,
Presles,49.1153,2.2822,
Saint-Mard,49.0383,2.6953,
Montsoult,49.0714,2.3106,
Puiseux-en-France,49.0578,2.5003,
Frépillon,49.0517,2.205,
Chaumontel,49.1269,2.4289,
Moussy-le-Neuf,49.0631,2.6031,
Montlignon,49.0097,2.2836,
Margency,49.0019,2.2894,
Roissy-en-France,49.0042,2.5181,
Asnières-sur-Oise,49.1333,2.3561,
