# ORIGEM	DESTINO	DISTANCIA(km) DURAÇÃO(s)
param: K: dist	dur:=
160005	160005	0	0
160005	160010	294	23741
160005	160015	22	2626
160005	160020	357	26185
160005	160021	245	25476
160005	160023	130	13516
160005	160025	208	21034
160005	160027	428	45391
160005	160030	207	17886
160005	160040	228	18965
160005	160050	574	45701
160005	160053	95	11422
160005	160055	267	22100
160005	160060	214	18032
160005	160070	221	18446
160005	160080	458	49359
160010	160005	294	23741
160010	160010	0	0
160010	160015	275	21434
160010	160020	74	5251
160010	160021	340	25884
160010	160023	168	10783
160010	160025	303	21443
160010	160027	523	45800
160010	160030	302	18295
160010	160040	323	19374
160010	160050	290	24767
160010	160053	201	12425
160010	160055	60	5704
160010	160060	309	18441
160010	160070	73	5295
160010	160080	553	49768
160015	160005	22	2626
160015	160010	275	21434
160015	160015	0	0
160015	160020	338	23878
160015	160021	226	23169
160015	160023	111	11209
160015	160025	189	18728
160015	160027	409	43084
160015	160030	188	15580
160015	160040	209	16659
160015	160050	555	43395
160015	160053	76	9115
160015	160055	248	19794
160015	160060	194	15725
160015	160070	202	16139
160015	160080	439	47053
160020	160005	357	26185
160020	160010	74	5252
160020	160015	338	23878
160020	160020	0	0
160020	160021	403	28328
160020	160023	231	13227
160020	160025	366	23887
160020	160027	586	48244
160020	160030	364	20739
160020	160040	385	21818
160020	160050	224	20244
160020	160053	263	14869
160020	160055	123	8148
160020	160060	371	20885
160020	160070	136	7739
160020	160080	616	52212
160021	160005	245	25476
160021	160010	340	25884
160021	160015	226	23169
160021	160020	403	28328
160021	160021	0	0
160021	160023	176	15659
160021	160025	62	7430
160021	160027	369	41733
160021	160030	139	12892
160021	160040	175	14811
160021	160050	620	47845
160021	160053	151	14160
160021	160055	313	24243
160021	160060	161	13878
160021	160070	267	20589
160021	160080	399	45702
160023	160005	130	13532
160023	160010	168	10773
160023	160015	111	11225
160023	160020	231	13217
160023	160021	176	15675
160023	160023	0	0
160023	160025	138	11234
160023	160027	359	35591
160023	160030	137	8086
160023	160040	158	9165
160023	160050	448	32733
160023	160053	36	2216
160023	160055	141	9132
160023	160060	144	8232
160023	160070	95	5478
160023	160080	389	39559
160025	160005	208	21034
160025	160010	303	21443
160025	160015	189	18728
160025	160020	366	23887
160025	160021	62	7430
160025	160023	138	11218
160025	160025	0	0
160025	160027	332	37292
160025	160030	102	8451
160025	160040	138	10370
160025	160050	582	43403
160025	160053	114	9718
160025	160055	275	19802
160025	160060	124	9437
160025	160070	230	16148
160025	160080	362	41260
160027	160005	429	45410
160027	160010	523	45819
160027	160015	409	43104
160027	160020	586	48262
160027	160021	369	41752
160027	160023	359	35594
160027	160025	332	37311
160027	160027	0	0
160027	160030	272	29844
160027	160040	236	27737
160027	160050	803	67779
160027	160053	335	34094
160027	160055	496	44178
160027	160060	261	29158
160027	160070	451	40524
160027	160080	38	4729
160030	160005	210	17963
160030	160010	305	18372
160030	160015	191	15656
160030	160020	368	20815
160030	160021	140	13035
160030	160023	141	8146
160030	160025	102	8593
160030	160027	272	29911
160030	160030	0	0
160030	160040	37	2394
160030	160050	585	40332
160030	160053	117	6647
160030	160055	278	16731
160030	160060	22	1432
160030	160070	232	13076
160030	160080	302	33879
160040	160005	228	18965
160040	160010	323	19374
160040	160015	208	16658
160040	160020	385	21817
160040	160021	176	14841
160040	160023	158	9149
160040	160025	139	10399
160040	160027	236	27737
160040	160030	37	2326
160040	160040	0	0
160040	160050	602	41334
160040	160053	134	7649
160040	160055	295	17733
160040	160060	26	1641
160040	160070	250	14078
160040	160080	266	31705
160050	160005	574	45700
160050	160010	291	24767
160050	160015	555	43393
160050	160020	224	20248
160050	160021	619	47843
160050	160023	448	32742
