NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
2	3014728	Grenoble	687985.00	1148.93	825.58	1726.84	0.00	1836.92	4.54	3.44	2.13	0.21
2	6454573	Lyon	563474.00	941.00	676.17	1414.32	0.00	1504.48	3.72	2.82	1.75	0.17
2	6496352	Saint-Étienne	335352.00	560.04	402.42	841.73	0.00	895.39	2.21	1.68	1.04	0.10
2	2968254	Villeurbanne	147712.00	246.68	177.25	370.76	0.00	394.39	0.97	0.74	0.46	0.04
2	6501240	Clermont-Ferrand	143886.00	240.29	172.66	361.15	0.00	384.18	0.95	0.72	0.45	0.04
2	8296151	Annecy	126924.00	211.96	152.31	318.58	0.00	338.89	0.84	0.63	0.39	0.04
2	2970072	Vénissieux	114828.00	191.76	137.79	288.22	0.00	306.59	0.76	0.57	0.36	0.03
2	6453882	Valence	108760.00	181.63	130.51	272.99	0.00	290.39	0.72	0.54	0.34	0.03
2	6430140	Montélimar	98058.00	163.76	117.67	246.13	0.00	261.81	0.65	0.49	0.30	0.03
2	3027422	Chambéry	80349.00	134.18	96.42	201.68	0.00	214.53	0.53	0.40	0.25	0.02
2	6527084	Vaulx-en-Velin	49658.00	82.93	59.59	124.64	0.00	132.59	0.33	0.25	0.15	0.01
2	6618456	Saint-Priest	411936.00	687.93	494.32	1033.96	0.00	1099.87	2.72	2.06	1.28	0.12
2	3029096	Caluire-et-Cuire	43187.00	72.12	51.82	108.40	0.00	115.31	0.29	0.22	0.13	0.01
2	3029931	Bron	41543.00	69.38	49.85	104.27	0.00	110.92	0.27	0.21	0.13	0.01
2	8287970	Villefranche-sur-Saône	36857.00	61.55	44.23	92.51	0.00	98.41	0.24	0.18	0.11	0.01
2	6433192	Échirolles	36840.00	61.52	44.21	92.47	0.00	98.36	0.24	0.18	0.11	0.01
2	6451007	Annemasse	35712.00	59.64	42.85	89.64	0.00	95.35	0.24	0.18	0.11	0.01
2	2992292	Montluçon	67580.00	112.86	81.10	169.63	0.00	180.44	0.45	0.34	0.21	0.02
2	2979070	Saint-Chamond	34967.00	58.39	41.96	87.77	0.00	93.36	0.23	0.17	0.11	0.01
2	2972742	Thonon-les-Bains	86956.00	145.22	104.35	218.26	0.00	232.17	0.57	0.43	0.27	0.03
2	2983362	Roanne	58361.00	97.46	70.03	146.49	0.00	155.82	0.39	0.29	0.18	0.02
2	2994048	Meyzieu	33477.00	55.91	40.17	84.03	0.00	89.38	0.22	0.17	0.10	0.01
2	6430196	Romans-sur-Isère	33160.00	55.38	39.79	83.23	0.00	88.54	0.22	0.17	0.10	0.01
