NIVEL	CODIGO	DESTINO	POP ATENDIDA	Physicians	Nurses	OtherCadres	CommunityBased	Beds	CTScanner	MRIUnit	Mammography	Radiotherapy
3	3014728	Grenoble	687985.00	1369.09	6178.11	1726.84	0.00	1252.13	13.69	11.56	10.73	7.02
3	6454573	Lyon	563474.00	1121.31	5060.00	1414.32	0.00	1025.52	11.21	9.47	8.79	5.75
3	6496352	Saint-Étienne	335352.00	667.35	3011.46	841.73	0.00	610.34	6.67	5.63	5.23	3.42
3	2968254	Villeurbanne	147712.00	293.95	1326.45	370.76	0.00	268.84	2.94	2.48	2.30	1.51
3	6501240	Clermont-Ferrand	143886.00	286.33	1292.10	361.15	0.00	261.87	2.86	2.42	2.24	1.47
3	8296151	Annecy	126924.00	252.58	1139.78	318.58	0.00	231.00	2.53	2.13	1.98	1.29
3	2970072	Vénissieux	114828.00	228.51	1031.16	288.22	0.00	208.99	2.29	1.93	1.79	1.17
3	6453882	Valence	108760.00	216.43	976.66	272.99	0.00	197.94	2.16	1.83	1.70	1.11
3	6430140	Montélimar	98058.00	195.14	880.56	246.13	0.00	178.47	1.95	1.65	1.53	1.00
3	3027422	Chambéry	80349.00	159.89	721.53	201.68	0.00	146.24	1.60	1.35	1.25	0.82
3	6527084	Vaulx-en-Velin	49658.00	98.82	445.93	124.64	0.00	90.38	0.99	0.83	0.77	0.51
3	6618456	Saint-Priest	411936.00	819.75	3699.19	1033.96	0.00	749.72	8.20	6.92	6.43	4.20
3	3029096	Caluire-et-Cuire	43187.00	85.94	387.82	108.40	0.00	78.60	0.86	0.73	0.67	0.44
3	3029931	Bron	41543.00	82.67	373.06	104.27	0.00	75.61	0.83	0.70	0.65	0.42
3	8287970	Villefranche-sur-Saône	36857.00	73.35	330.98	92.51	0.00	67.08	0.73	0.62	0.57	0.38
3	6433192	Échirolles	36840.00	73.31	330.82	92.47	0.00	67.05	0.73	0.62	0.57	0.38
3	6451007	Annemasse	35712.00	71.07	320.69	89.64	0.00	65.00	0.71	0.60	0.56	0.36
3	2992292	Montluçon	67580.00	134.48	606.87	169.63	0.00	123.00	1.34	1.14	1.05	0.69
3	2979070	Saint-Chamond	34967.00	69.58	314.00	87.77	0.00	63.64	0.70	0.59	0.55	0.36
3	2972742	Thonon-les-Bains	86956.00	173.04	780.86	218.26	0.00	158.26	1.73	1.46	1.36	0.89
3	2983362	Roanne	58361.00	116.14	524.08	146.49	0.00	106.22	1.16	0.98	0.91	0.60
3	2994048	Meyzieu	33477.00	66.62	300.62	84.03	0.00	60.93	0.67	0.56	0.52	0.34
3	6430196	Romans-sur-Isère	33160.00	65.99	297.78	83.23	0.00	60.35	0.66	0.56	0.52	0.34
3	2983536	Rillieux-la-Pape	30012.00	59.72	269.51	75.33	0.00	54.62	0.60	0.50	0.47	0.31
3	6452510	Aix-les-Bains	29794.00	59.29	267.55	74.78	0.00	54.23	0.59	0.50	0.46	0.30
3	2969280	Vienne	29306.00	58.32	263.17	73.56	0.00	53.34	0.58	0.49	0.46	0.30
3	6615539	Bourgoin-Jallieu	50991.00	101.47	457.90	127.99	0.00	92.80	1.01	0.86	0.80	0.52
3	8287998	Oullins	26273.00	52.28	235.93	65.95	0.00	47.82	0.52	0.44	0.41	0.27
3	3036016	Aurillac	50582.00	100.66	454.23	126.96	0.00	92.06	1.01	0.85	0.79	0.52
3	2969392	Vichy	87984.00	175.09	790.10	220.84	0.00	160.13	1.75	1.48	1.37	0.90
3	2988888	Oyonnax	22427.00	44.63	201.39	56.29	0.00	40.82	0.45	0.38	0.35	0.23
3	6441798	Tassin-la-Demi-Lune	22297.00	44.37	200.23	55.97	0.00	40.58	0.44	0.37	0.35	0.23
3	2980586	Sainte-Foy-lès-Lyon	22012.00	43.80	197.67	55.25	0.00	40.06	0.44	0.37	0.34	0.22
3	2979985	Saint-Genis-Laval	21217.00	42.22	190.53	53.25	0.00	38.61	0.42	0.36	0.33	0.22
3	3015902	Givors	20121.00	40.04	180.69	50.50	0.00	36.62	0.40	0.34	0.31	0.21
3	6433470	Voiron	20108.00	40.01	180.57	50.47	0.00	36.60	0.40	0.34	0.31	0.21
3	2991481	Moulins	72707.00	144.69	652.91	182.49	0.00	132.33	1.45	1.22	1.13	0.74
3	2976931	Albertville	35570.00	70.78	319.42	89.28	0.00	64.74	0.71	0.60	0.55	0.36
3	3002465	Le Puy-en-Velay	41126.00	81.84	369.31	103.23	0.00	74.85	0.82	0.69	0.64	0.42
3	2983489	Riom	19011.00	37.83	170.72	47.72	0.00	34.60	0.38	0.32	0.30	0.19
3	3020392	Écully	18587.00	36.99	166.91	46.65	0.00	33.83	0.37	0.31	0.29	0.19
3	2994087	Meylan	17448.00	34.72	156.68	43.79	0.00	31.76	0.35	0.29	0.27	0.18
3	3027453	Chamalières	17210.00	34.25	154.55	43.20	0.00	31.32	0.34	0.29	0.27	0.18
3	3018455	Firminy	53215.00	105.90	477.87	133.57	0.00	96.85	1.06	0.89	0.83	0.54
3	2976406	Sallanches	40187.00	79.97	360.88	100.87	0.00	73.14	0.80	0.68	0.63	0.41
3	3037514	Annonay	37019.00	73.67	332.43	92.92	0.00	67.37	0.74	0.62	0.58	0.38
3	2992890	Montbrison	15656.00	31.16	140.59	39.30	0.00	28.49	0.31	0.26	0.24	0.16
3	2979072	Saint-Julien-en-Genevois	28371.00	56.46	254.77	71.21	0.00	51.64	0.56	0.48	0.44	0.29
3	6453474	Rumilly	16643.00	33.12	149.45	41.77	0.00	30.29	0.33	0.28	0.26	0.17
3	3012664	Issoire	24600.00	48.95	220.91	61.75	0.00	44.77	0.49	0.41	0.38	0.25
3	2983408	Rive-de-Gier	15105.00	30.06	135.64	37.91	0.00	27.49	0.30	0.25	0.24	0.15
3	3017363	Francheville	14656.00	29.17	131.61	36.79	0.00	26.67	0.29	0.25	0.23	0.15
3	6618079	Ambérieu-en-Bugey	78553.00	156.32	705.41	197.17	0.00	142.97	1.56	1.32	1.23	0.80
3	2987259	Pierrelatte	34358.00	68.37	308.53	86.24	0.00	62.53	0.68	0.58	0.54	0.35
3	3016143	Gex	17617.00	35.06	158.20	44.22	0.00	32.06	0.35	0.30	0.27	0.18
3	3031517	Bonneville	12557.00	24.99	112.76	31.52	0.00	22.85	0.25	0.21	0.20	0.13
3	3036418	Aubenas	37428.00	74.48	336.10	93.94	0.00	68.12	0.74	0.63	0.58	0.38
3	2971106	Le Chambon-Feugerolles	12200.00	24.28	109.56	30.62	0.00	22.20	0.24	0.20	0.19	0.12
3	6456414	La Motte-Servolex	11932.00	23.74	107.15	29.95	0.00	21.72	0.24	0.20	0.19	0.12
3	2972857	Thiers	41029.00	81.65	368.44	102.98	0.00	74.67	0.82	0.69	0.64	0.42
3	6443019	Passy	11203.00	22.29	100.60	28.12	0.00	20.39	0.22	0.19	0.17	0.11
3	3006770	La Roche-sur-Foron	31198.00	62.08	280.16	78.31	0.00	56.78	0.62	0.52	0.49	0.32
3	3034198	Beaumont	10793.00	21.48	96.92	27.09	0.00	19.64	0.21	0.18	0.17	0.11
