name,lat,lon
Troyes,48.2997,4.0792,
Saint-André-les-Vergers,48.2797,4.0539,
La Chapelle-Saint-Luc,48.3119,4.0444,
Sainte-Savine,48.2947,4.0489,
Saint-Julien-les-Villas,48.2714,4.0975,
Pont-Sainte-Marie,48.3206,4.1014,
Rosières-près-Troyes,48.2603,4.0717,
La Rivière-de-Corps,48.2878,4.0197,
Les Noës-près-Troyes,48.3025,4.0411,
Saint-Parres-aux-Tertres,48.2997,4.1178,
Saint-Lyé,48.3636,4.0014,
Bréviandes,48.2561,4.0956,
Saint-Germain,48.446693,6.34108,
Lusigny-sur-Barse,48.2544,4.2669,
Créney-près-Troyes,48.3322,4.1269,
Verrières,48.2328,4.1481,
Estissac,48.2692,3.8061,
Buchères,48.2364,4.1114,
Sainte-Maure,48.3447,4.0614,
Barberey-Saint-Sulpice,48.3378,4.0319,
Piney,48.3631,4.3328,
Payns,48.3817,3.9772,
Clérey,48.2089,4.1903,
Bouilly,48.1961,3.9994,
Saint-Parres-lès-Vaudes,48.1714,4.2156,
Charmont-sous-Barbuise,48.4083,4.1742,
Charleville-Mézières,49.7719,4.7161,
Sedan,49.7019,4.9403,
Revin,49.9425,4.6386,
Nouzonville,49.815,4.745,
Villers-Semeuse,49.7394,4.7494,
Vrigne-aux-Bois,49.7375,4.8558,
Vivier-au-Court,49.7347,4.8308,
Floing,49.7219,4.9303,
Monthermé,49.8856,4.7314,
Nouvion-sur-Meuse,49.7,4.795,
Donchery,49.6964,4.8744,
Flize,49.6986,4.7733,
La Francheville,49.7297,4.7147,
Renwez,49.8394,4.6022,
Aiglemont,49.7814,4.7658,
Montcy-Notre-Dame,49.775,4.7431,
Les Hautes-Rivières,49.8839,4.8419,
Rimogne,49.8403,4.5392,
Prix-lès-Mézières,49.7547,4.69,
Warcq,49.7697,4.6806,
Lumes,49.7353,4.7839,
Dom-le-Mesnil,49.6894,4.8072,
Saint-Laurent,49.7636,4.7708,
Tournes,49.7967,4.6369,
Thilay,49.8728,4.8072,
Givonne,49.7206,4.9881,
Deville,49.8808,4.7056,
Gespunsart,49.8217,4.8289,
Neufmanil,49.8103,4.7953,
Nancy,48.6936,6.1846,
Vandœuvre-lès-Nancy,48.6567,6.1683,
Toul,48.675,5.8917,
Villers-lès-Nancy,48.6731,6.1547,
Laxou,48.6856,6.1522,
Saint-Max,48.7011,6.2067,
Maxéville,48.7114,6.1631,
Dombasle-sur-Meurthe,48.625,6.3497,
Jarville-la-Malgrange,48.6694,6.2061,
Tomblaine,48.6856,6.2117,
Essey-lès-Nancy,48.7058,6.2222,
Malzéville,48.7103,6.1864,
Saint-Nicolas-de-Port,48.6308,6.3022,
Champigneulles,48.7336,6.1644,
Neuves-Maisons,48.6161,6.1036,
Frouard,48.7606,6.1289,
Laneuveville-devant-Nancy,48.6553,6.2314,
Ludres,48.6217,6.1617,
Liverdun,48.7503,6.0619,
Heillecourt,48.6525,6.1942,
Seichamps,48.7158,6.2661,
Pulnoy,48.7011,6.2583,
Pompey,48.7681,6.1275,
Bouxières-aux-Dames,48.7519,6.1631,
Saulxures-lès-Nancy,48.6889,6.2469,
Varangéville,48.6339,6.3136,
Damelevières,48.5569,6.3881,
Custines,48.7919,6.1425,
Rosières-aux-Salines,48.5922,6.3333,
Chaligny,48.6244,6.0831,
Gondreville,48.6931,5.9606,
Lay-Saint-Christophe,48.7481,6.2006,
Richardménil,48.5947,6.1697,
Fléville-devant-Nancy,48.6253,6.2036,
Houdemont,48.6461,6.1747,
Dommartin-lès-Toul,48.67,5.9078,
Messein,48.6117,6.1386,
Velaine-en-Haye,48.7028,6.0211,
Pont-Saint-Vincent,48.605,6.0972,
Chavigny,48.6292,6.1242,
Flavigny-sur-Moselle,48.5692,6.1878,
Marbache,48.7972,6.1022,
Art-sur-Meurthe,48.6558,6.2656,
Saizerais,48.7903,6.0442,
Champenoux,48.7428,6.3492,
Bouxières-aux-Chênes,48.7719,6.2603,
Vézelise,48.4869,6.0878,
Bainville-sur-Madon,48.5872,6.0944,
Faulx,48.7931,6.1981,
Pulligny,48.5419,6.1414,
Eulmont,48.7506,6.2242,
Villey-Saint-Étienne,48.7308,5.9778,
Épernay,49.0403,3.96,
Ay,49.0553,4.0036,
Avize,48.9719,4.0094,
Dizy,49.0653,3.9667,
Mardeuil,49.0547,3.9306,
Saint-Martin-d’Ablois,49.0125,3.8678,
Damery,49.0711,3.8775,
Mareuil-sur-Ay,49.0481,4.0311,
Le Mesnil-sur-Oger,48.9467,4.0219,
Verzenay,49.1586,4.1453,
Chouilly,49.0253,4.0139,
Rilly-la-Montagne,49.1653,4.0456,
Chaumont,48.1117,5.1389,
Bologne,48.2019,5.1408,
Châteauvillain,48.0342,4.9147,
Biesles,48.0856,5.2961,
Chamarandes,48.1078,5.1708,
Jonchery,48.1358,5.0864,
Saint-Louis,47.59,7.57,
Huningue,47.5914,7.5831,
Kembs,47.6889,7.5036,
Habsheim,47.7294,7.4189,
Blotzheim,47.6017,7.4953,
Village-Neuf,47.6067,7.5694,
Bartenheim,47.6347,7.4758,
Sierentz,47.6556,7.4558,
Hégenheim,47.5619,7.5256,
Hésingue,47.5761,7.5219,
Rosenau,47.6372,7.5358,
Landser,47.685,7.3908,
Waldighofen,47.5508,7.3167,
Eschentzwiller,47.7128,7.3986,
Dietwiller,47.6914,7.4014,
Hombourg,47.7589,7.5056,
Schlierbach,47.6828,7.4083,
Hagenthal-le-Bas,47.5247,7.4775,
Leymen,47.4947,7.4833,
Muespach-le-Haut,47.545,7.4031,
Bruebach,47.6997,7.3597,
Buschwiller,47.5583,7.5075,
Forbach,49.19,6.9,
Sarreguemines,49.11,7.07,
Stiring-Wendel,49.2,6.9292,
Behren-lès-Forbach,49.1739,6.9347,
Petite-Rosselle,49.2117,6.8575,
Farébersviller,49.1147,6.8636,
Sarralbe,48.9961,7.0278,
Cocheren,49.1433,6.8564,
Grosbliederstroff,49.1564,7.0278,
Spicheren,49.1917,6.9683,
Woustviller,49.0758,7.0097,
Puttelange-aux-Lacs,49.0525,6.9308,
Hambach,49.0608,7.0364,
Sarre-Union,48.9408,7.0886,
Morsbach,49.1669,6.8708,
Œting,49.1736,6.9147,
Alsting,49.1792,6.9983,
Schœneck,49.2197,6.9239,
Théding,49.1283,6.8931,
Rohrbach-lès-Bitche,49.0453,7.265,
Rouhling,49.1372,7.0025,
Herbitzheim,49.0147,7.0842,
Seingbouse,49.1133,6.8311,
Diebling,49.1086,6.9403,
Diemeringen,48.9417,7.1867,
Willerwald,49.0269,7.035,
Keskastel,48.9714,7.0439,
Petit-Réderching,49.0544,7.3042,
Rémelfing,49.0917,7.0922,
Neufgrange,49.0769,7.0678,
Farschviller,49.0933,6.8942,
Hundling,49.1069,6.9814,
Gros-Réderching,49.0678,7.2186,
Folkling,49.1472,6.8944,
Holving,49.0108,6.965,
Sarreinsming,49.0889,7.1086,
Bousbach,49.1483,6.9492,
