name,lat,lon
Acaraú,-2.88769,-40.1183,
Acopiara,-6.08911,-39.448,
Catarina,-6.12291,-39.8736,
Mombaça,-5.73844,-39.63,
Piquet Carneiro,-5.80025,-39.417,
Quixelô,-6.24637,-39.2011,
Aracati,-4.55826,-37.7679,
Icapuí,-4.71206,-37.3531,
Jaguaruana,-4.83151,-37.781,
Aiuaba,-6.57122,-40.1178,
Assaré,-6.8669,-39.8689,
Saboeiro,-6.5346,-39.9017,
Santana do Cariri,-7.17613,-39.7302,
Barbalha,-7.2982,-39.3021,
Caririaçu,-7.02808,-39.2828,
Jardim,-7.57599,-39.2826,
Aurora,-6.93349,-38.9742,
Barro,-7.17188,-38.7741,
Lavras da Mangabeira,-6.7448,-38.9706,
Porteiras,-7.52265,-39.114,
Campos Sales,-7.06761,-40.3687,
Salitre,-7.28398,-40.45,
Canindé,-4.35162,-39.3155,
Itatira,-4.52608,-39.6202,
Cedro,-6.60034,-39.0609,
Orós,-6.25182,-38.9053,
Várzea Alegre,-6.78264,-39.2942,
Crateús,-5.16768,-40.6536,
Novo Oriente,-5.52552,-40.7713,
Cascavel,-4.12967,-38.2412,
Fortaleza,-3.71664,-38.5423,
Horizonte,-4.1209,-38.4707,
Itaitinga,-3.96577,-38.5298,
Pacatuba,-3.9784,-38.6183,
Barroquinha,-3.02051,-41.1358,
Camocim,-2.9005,-40.8544,
Granja,-3.12788,-40.8372,
Jijoca de Jericoacoara,-2.79331,-40.5127,
Baturité,-4.32598,-38.8812,
Guaiúba,-4.04057,-38.6404,
Ibiapina,-3.92403,-40.8911,
Viçosa do Ceará,-3.5667,-41.0916,
Croatá,-4.40481,-40.9022,
Hidrolândia,-4.40958,-40.4056,
Ipu,-4.31748,-40.7059,
Ipueiras,-4.53802,-40.7118,
São Benedito,-4.04713,-40.8596,
Irauçuba,-3.74737,-39.7843,
Itapipoca,-3.49933,-39.5836,
Umirim,-3.67654,-39.3465,
Icó,-6.39627,-38.8554,
Jaguaretama,-5.6051,-38.7639,
Jaguaribe,-5.90213,-38.6227,
Pereiro,-6.03576,-38.4624,
Farias Brito,-6.92146,-39.5651,
Juazeiro do Norte,-7.19621,-39.3076,
Aracoiaba,-4.36872,-38.8125,
Ocara,-4.48523,-38.5933,
Parambu,-6.20768,-40.6905,
Boa Viagem,-5.11258,-39.7337,
Pedra Branca,-5.45341,-39.7078,
Senador Pompeu,-5.58244,-39.3704,
Banabuiú,-5.30454,-38.9132,
Quixadá,-4.9663,-39.0155,
Madalena,-4.84601,-39.5725,
Quixeramobim,-5.19067,-39.2889,
São Gonçalo do Amarante,-3.60515,-38.9726,
Trairi,-3.26932,-39.2681,
Cariré,-3.94858,-40.476,
Coreaú,-3.5415,-40.6587,
Reriutaba,-4.14191,-40.5759,
Sobral,-3.68913,-40.3482,
Alto Santo,-5.50894,-38.2743,
Morada Nova,-5.09736,-38.3702,
Russas,-4.92673,-37.9721,
Tabuleiro do Norte,-5.24353,-38.1282,
Monsenhor Tabosa,-4.79102,-40.0646,
Nova Russas,-4.70581,-40.5621,
Santa Quitéria,-4.32608,-40.1523,
Tamboril,-4.83136,-40.3196,
Tauá,-5.98585,-40.2968,
Tianguá,-3.72965,-40.9923,
