lat_departure,lon_departure,lat_arrival,lon_arrival
-22.7088,-46.772,-22.7088,-46.772,
-23.4917,-48.4139,-23.4917,-48.4139,
-23.3862,-48.7214,-23.4917,-48.4139,
-24.5108,-48.8443,-24.5108,-48.8443,
-24.2206,-48.7635,-24.5108,-48.8443,
-22.3572,-47.3842,-22.3572,-47.3842,
-22.7832,-47.2941,-22.3572,-47.3842,
-21.7239,-48.6896,-22.3572,-47.3842,
-22.4237,-48.1731,-22.3572,-47.3842,
-20.5531,-48.5698,-20.5531,-48.5698,
-21.1314,-48.977,-20.5531,-48.5698,
-20.7114,-48.5387,-20.5531,-48.5698,
-21.7765,-48.5705,-20.5531,-48.5698,
-23.5057,-46.879,-23.5057,-46.879,
-23.5226,-47.1357,-23.5057,-46.879,
-22.031,-48.9135,-22.3246,-49.0871,
-22.3246,-49.0871,-22.3246,-49.0871,
-21.8896,-49.031,-22.3246,-49.0871,
-22.8894,-49.9831,-22.3246,-49.0871,
-22.8837,-48.4437,-22.8837,-48.4437,
-23.0154,-48.0134,-22.8837,-48.4437,
-23.3916,-49.5124,-22.8837,-48.4437,
-23.1047,-48.6157,-22.8837,-48.4437,
-23.4452,-49.4024,-22.8837,-48.4437,
-23.0992,-45.7076,-23.0992,-45.7076,
-23.3172,-46.2237,-23.0992,-45.7076,
-23.222,-45.3109,-23.0992,-45.7076,
-22.6819,-44.3281,-22.6665,-45.0154,
-22.6665,-45.0154,-22.6665,-45.0154,
-24.759,-48.5013,-24.7324,-48.1223,
-24.7324,-48.1223,-24.7324,-48.1223,
-25.0144,-47.9341,-24.7324,-48.1223,
-24.4979,-47.8449,-24.7324,-48.1223,
-21.2749,-47.303,-21.2749,-47.303,
-21.0864,-47.1464,-21.2749,-47.303,
-22.9527,-46.5419,-22.9053,-47.0659,
-22.9053,-47.0659,-22.9053,-47.0659,
-23.0035,-46.8464,-22.9053,-47.0659,
-22.7338,-47.6476,-22.9053,-47.0659,
-22.7296,-45.5833,-22.7296,-45.5833,
-21.7708,-47.0852,-21.7708,-47.0852,
-23.1526,-47.0593,-21.7708,-47.0852,
-21.4713,-46.7448,-21.7708,-47.0852,
-23.6813,-46.6205,-23.6813,-46.6205,
-23.9574,-46.3883,-23.6813,-46.6205,
-22.1909,-46.7477,-22.1909,-46.7477,
-21.9584,-47.9882,-22.1909,-46.7477,
-23.5411,-46.371,-23.5411,-46.371,
-20.5352,-47.4039,-20.5352,-47.4039,
-20.6384,-47.2801,-20.5352,-47.4039,
-20.2535,-47.4775,-20.5352,-47.4039,
-20.7696,-47.8369,-20.5352,-47.4039,
-20.3196,-48.312,-20.3196,-48.312,
-20.4438,-48.0129,-20.3196,-48.312,
-23.4538,-46.5333,-23.4538,-46.5333,
-23.7067,-46.4058,-23.4538,-46.5333,
-22.3984,-47.5546,-23.4538,-46.5333,
-20.0407,-47.7466,-20.0407,-47.7466,
-20.1796,-48.031,-20.0407,-47.7466,
-23.7785,-45.3552,-23.7785,-45.3552,
-23.4213,-49.092,-23.4213,-49.092,
-22.8075,-45.1938,-23.7161,-46.8572,
-23.7161,-46.8572,-23.7161,-46.8572,
-23.6022,-46.919,-23.5488,-46.9327,
-23.5488,-46.9327,-23.5488,-46.9327,
-22.4357,-46.8224,-22.4357,-46.8224,
-22.5903,-46.5251,-22.4357,-46.8224,
-21.6214,-49.0741,-21.5942,-48.8149,
-21.5942,-48.8149,-21.5942,-48.8149,
-23.4835,-46.3457,-23.4835,-46.3457,
-23.7951,-45.4143,-23.4835,-46.3457,
-23.8638,-49.14,-24.1085,-49.3352,
-23.9788,-48.8764,-24.1085,-49.3352,
-23.7043,-49.4819,-24.1085,-49.3352,
-24.1085,-49.3352,-24.1085,-49.3352,
-23.1386,-49.0487,-23.2544,-47.2927,
-23.2544,-47.2927,-23.2544,-47.2927,
-20.2672,-50.5494,-20.2672,-50.5494,
-20.2083,-50.932,-20.2672,-50.5494,
-22.2936,-48.5592,-22.2936,-48.5592,
-23.1981,-49.3803,-22.2936,-48.5592,
-21.8031,-49.6092,-21.6718,-49.7526,
